Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:27:43.100858     ,0.881       ,0.880       ,18.996      ,14.220      ,14.220      ,14.245      ,-0.025      ,-0.023      ,0.000          ,0.000       ,3.701       ,0.000       ,0.089       ,880.000     ,0.000       ,-0.025      ,14.22000      ,2147483646    ,-0.000          ,359.824       ,0.000               ,-0.000              ,-0.000          ,25680.78125       ,0.00000               ,0.000         ,5.240         ,5.240         ,0.089         ,0.079         
18:27:43.110842     ,0.881       ,0.880       ,18.996      ,14.220      ,14.220      ,14.245      ,-0.025      ,-0.024      ,0.000          ,0.000       ,3.556       ,0.000       ,0.099       ,880.000     ,0.000       ,-0.025      ,14.22000      ,2147483646    ,-0.000          ,359.824       ,0.000               ,-0.000              ,-0.000          ,25680.78320       ,0.00000               ,0.000         ,5.240         ,5.240         ,0.099         ,0.099         
18:27:43.120859     ,0.881       ,0.880       ,18.996      ,14.250      ,14.250      ,14.245      ,0.005       ,0.005       ,0.000          ,0.000       ,3.991       ,0.000       ,0.109       ,880.000     ,0.000       ,0.005       ,14.25000      ,2147483646    ,-0.000          ,359.824       ,0.000               ,-0.000              ,-0.000          ,25680.78320       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.109         ,0.099         
18:27:43.134265     ,0.879       ,0.880       ,18.947      ,14.210      ,14.210      ,14.245      ,-0.035      ,-0.034      ,0.000          ,0.000       ,3.243       ,0.000       ,0.119       ,880.000     ,0.000       ,-0.035      ,14.21000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.001           ,25680.78320       ,-0.01533              ,-0.000        ,5.220         ,5.220         ,0.119         ,0.108         
18:27:43.140812     ,0.879       ,0.880       ,18.947      ,14.250      ,14.250      ,14.245      ,0.005       ,0.005       ,0.000          ,0.000       ,3.824       ,0.000       ,0.129       ,880.000     ,0.000       ,0.005       ,14.25000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.001           ,25680.78320       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.129         ,0.127         
18:27:43.150785     ,0.879       ,0.880       ,18.947      ,14.270      ,14.270      ,14.245      ,0.025       ,0.024       ,0.000          ,0.000       ,4.224       ,0.000       ,0.139       ,880.000     ,0.000       ,0.025       ,14.27000      ,0             ,0.000           ,0.000         ,0.000               ,-0.000              ,0.002           ,25680.78320       ,0.00000               ,-0.001        ,5.260         ,5.260         ,0.139         ,0.137         
18:27:43.170863     ,0.879       ,0.880       ,18.947      ,14.260      ,14.260      ,14.245      ,0.015       ,0.014       ,0.000          ,0.000       ,4.477       ,0.000       ,0.159       ,880.000     ,0.000       ,0.015       ,14.26000      ,1             ,0.000           ,0.088         ,0.400               ,-0.001              ,0.003           ,25680.78320       ,0.00000               ,-0.001        ,5.270         ,5.270         ,0.159         ,0.147         
18:27:43.180786     ,0.879       ,0.880       ,18.947      ,14.260      ,14.260      ,14.245      ,0.015       ,0.014       ,0.000          ,0.000       ,4.567       ,0.000       ,0.169       ,880.000     ,0.000       ,0.015       ,14.26000      ,2             ,0.000           ,0.176         ,0.800               ,-0.003              ,0.004           ,25680.78320       ,-0.00767              ,-0.001        ,5.280         ,5.280         ,0.169         ,0.156         
18:27:43.190825     ,0.879       ,0.880       ,18.947      ,14.280      ,14.280      ,14.245      ,0.035       ,0.033       ,0.000          ,0.000       ,5.035       ,0.000       ,0.179       ,880.000     ,0.000       ,0.035       ,14.28000      ,2             ,0.000           ,0.176         ,1.000               ,-0.003              ,0.005           ,25680.78320       ,0.00000               ,-0.002        ,5.280         ,5.280         ,0.179         ,0.182         
18:27:43.201072     ,0.879       ,0.880       ,18.947      ,14.260      ,14.260      ,14.245      ,0.015       ,0.014       ,0.000          ,0.000       ,4.843       ,0.000       ,0.189       ,880.000     ,0.000       ,0.015       ,14.26000      ,3             ,0.000           ,0.264         ,1.000               ,-0.003              ,0.006           ,25680.78320       ,-0.00767              ,-0.002        ,5.290         ,5.290         ,0.189         ,0.180         
