Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
15:47:59.724245     ,0.879       ,0.880       ,21.534      ,14.910      ,14.910      ,15.666      ,-0.756      ,-0.432      ,0.000          ,0.000       ,-8.316      ,0.000       ,0.042       ,880.000     ,0.000       ,-0.756      ,14.91000      ,9395          ,-0.001          ,105.732       ,1.000               ,-0.003              ,0.013           ,25433.94727       ,0.00767               ,-0.004        ,5.790         ,5.790         ,0.042         ,0.061         
15:47:59.734150     ,0.879       ,0.880       ,21.534      ,15.010      ,15.010      ,15.666      ,-0.756      ,-0.432      ,0.000          ,0.000       ,-8.316      ,0.000       ,0.042       ,880.000     ,0.000       ,-0.756      ,14.91000      ,9393          ,-0.001          ,105.557       ,0.600               ,-0.002              ,0.013           ,25433.94531       ,0.00767               ,-0.004        ,5.790         ,5.790         ,0.042         ,0.038         
15:47:59.745355     ,0.879       ,0.880       ,21.469      ,15.020      ,15.020      ,15.666      ,-0.646      ,-0.478      ,0.000          ,0.000       ,-4.417      ,0.000       ,0.022       ,880.000     ,0.000       ,-0.646      ,15.02000      ,9391          ,-0.002          ,105.381       ,0.000               ,-0.000              ,0.011           ,25433.94336       ,0.01535               ,-0.004        ,5.790         ,5.790         ,0.022         ,0.023         
15:47:59.770933     ,0.879       ,0.880       ,21.469      ,15.010      ,15.010      ,15.666      ,-0.646      ,-0.478      ,0.000          ,0.000       ,-4.417      ,0.000       ,0.022       ,880.000     ,0.000       ,-0.646      ,15.02000      ,9380          ,-0.002          ,104.414       ,-1.000              ,0.003               ,0.008           ,25433.94141       ,0.01534               ,-0.003        ,5.780         ,5.780         ,0.022         ,0.022         
15:47:59.798991     ,0.879       ,0.880       ,21.469      ,14.900      ,14.900      ,15.666      ,-0.766      ,-0.577      ,0.000          ,0.000       ,-4.963      ,0.000       ,0.002       ,880.000     ,0.000       ,-0.766      ,14.90000      ,9370          ,-0.003          ,103.535       ,-3.200              ,0.011               ,-0.001          ,25433.93555       ,0.03834               ,0.000         ,5.780         ,5.780         ,0.002         ,0.006         
15:47:59.820792     ,0.879       ,0.880       ,21.469      ,15.000      ,15.000      ,15.666      ,-0.766      ,-0.577      ,0.000          ,0.000       ,-4.963      ,0.000       ,0.002       ,880.000     ,0.000       ,-0.766      ,14.90000      ,9352          ,-0.005          ,101.953       ,-4.600              ,0.016               ,-0.001          ,25433.93164       ,0.03834               ,0.000         ,5.770         ,5.770         ,0.002         ,-0.001        
15:47:59.828963     ,0.879       ,0.880       ,21.469      ,15.060      ,15.060      ,15.666      ,-0.606      ,-0.579      ,0.000          ,0.000       ,-0.858      ,0.000       ,-0.018      ,880.000     ,0.000       ,-0.606      ,15.06000      ,9344          ,-0.005          ,101.250       ,-5.800              ,0.020               ,-0.017          ,25433.92773       ,0.06134               ,0.006         ,5.770         ,5.770         ,-0.018        ,-0.006        
15:47:59.848984     ,0.879       ,0.880       ,21.469      ,14.960      ,14.960      ,15.666      ,-0.706      ,-0.619      ,0.000          ,0.000       ,-2.409      ,0.000       ,-0.028      ,880.000     ,0.000       ,-0.706      ,14.96000      ,9328          ,-0.006          ,99.844        ,-7.000              ,0.024               ,-0.027          ,25433.92383       ,0.06900               ,0.009         ,5.770         ,5.770         ,-0.028        ,-0.018        
15:47:59.858936     ,0.879       ,0.880       ,21.469      ,15.000      ,15.000      ,15.666      ,-0.666      ,-0.619      ,0.000          ,0.000       ,-1.397      ,0.000       ,-0.038      ,880.000     ,0.000       ,-0.666      ,15.00000      ,9319          ,-0.007          ,99.053        ,-8.200              ,0.029               ,-0.039          ,25433.91992       ,0.06904               ,0.013         ,5.770         ,5.770         ,-0.038        ,-0.025        
15:47:59.874546     ,0.879       ,0.880       ,21.469      ,15.060      ,15.060      ,15.666      ,-0.606      ,-0.605      ,0.000          ,0.000       ,-0.245      ,0.000       ,-0.048      ,880.000     ,0.000       ,-0.606      ,15.06000      ,9310          ,-0.008          ,98.262        ,-9.200              ,0.032               ,-0.052          ,25433.91602       ,0.06902               ,0.017         ,5.760         ,5.760         ,-0.048        ,-0.036        
15:47:59.879061     ,0.879       ,0.880       ,21.469      ,15.010      ,15.010      ,15.666      ,-0.656      ,-0.623      ,0.000          ,0.000       ,-1.063      ,0.000       ,-0.058      ,880.000     ,0.000       ,-0.656      ,15.01000      ,9300          ,-0.009          ,97.383        ,-10.200             ,0.036               ,-0.066          ,25433.91406       ,0.07662               ,0.022         ,5.760         ,5.760         ,-0.058        ,-0.048        
15:47:59.888952     ,0.879       ,0.880       ,21.469      ,15.010      ,15.010      ,15.666      ,-0.656      ,-0.628      ,0.000          ,0.000       ,-0.922      ,0.000       ,-0.068      ,880.000     ,0.000       ,-0.656      ,15.01000      ,9289          ,-0.009          ,96.416        ,-11.200             ,0.039               ,-0.081          ,25433.90820       ,0.08437               ,0.027         ,5.760         ,5.760         ,-0.068        ,-0.067        
15:47:59.902558     ,0.881       ,0.880       ,21.469      ,15.210      ,15.210      ,15.666      ,-0.456      ,-0.561      ,0.000          ,0.000       ,2.428       ,0.000       ,-0.078      ,880.000     ,0.000       ,-0.456      ,15.21000      ,9277          ,-0.010          ,95.361        ,-12.200             ,0.043               ,-0.098          ,25433.90430       ,0.09211               ,0.033         ,5.760         ,5.760         ,-0.078        ,-0.077        
15:47:59.908919     ,0.881       ,0.880       ,21.469      ,15.300      ,15.300      ,15.666      ,-0.366      ,-0.512      ,0.000          ,0.000       ,3.427       ,0.000       ,-0.088      ,880.000     ,0.000       ,-0.366      ,15.30000      ,9264          ,-0.011          ,94.219        ,-13.200             ,0.046               ,-0.115          ,25433.90039       ,0.09970               ,0.038         ,5.760         ,5.760         ,-0.088        ,-0.088        
15:47:59.923361     ,0.881       ,0.880       ,21.469      ,15.260      ,15.260      ,15.666      ,-0.406      ,-0.503      ,0.000          ,0.000       ,2.178       ,0.000       ,-0.098      ,880.000     ,0.000       ,-0.406      ,15.26000      ,9251          ,-0.012          ,93.076        ,-14.200             ,0.050               ,-0.132          ,25433.89648       ,0.09978               ,0.044         ,5.760         ,5.760         ,-0.098        ,-0.099        
15:47:59.929003     ,0.881       ,0.880       ,21.469      ,15.220      ,15.220      ,15.666      ,-0.446      ,-0.502      ,0.000          ,0.000       ,1.149       ,0.000       ,-0.108      ,880.000     ,0.000       ,-0.446      ,15.22000      ,9237          ,-0.013          ,91.846        ,-15.600             ,0.054               ,-0.150          ,25433.88867       ,0.10730               ,0.050         ,5.750         ,5.750         ,-0.108        ,-0.099        
15:47:59.938934     ,0.881       ,0.880       ,21.469      ,15.240      ,15.240      ,15.666      ,-0.426      ,-0.485      ,0.000          ,0.000       ,1.257       ,0.000       ,-0.118      ,880.000     ,0.000       ,-0.426      ,15.24000      ,9222          ,-0.014          ,90.527        ,-17.000             ,0.059               ,-0.167          ,25433.88477       ,0.11507               ,0.056         ,5.750         ,5.750         ,-0.118        ,-0.119        
15:47:59.948962     ,0.881       ,0.880       ,21.469      ,15.300      ,15.300      ,15.666      ,-0.366      ,-0.454      ,0.000          ,0.000       ,1.986       ,0.000       ,-0.128      ,880.000     ,0.000       ,-0.366      ,15.30000      ,9206          ,-0.016          ,89.121        ,-18.200             ,0.064               ,-0.184          ,25433.87891       ,0.12250               ,0.061         ,5.750         ,5.750         ,-0.128        ,-0.133        
