Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:03:01.505059     ,0.055       ,0.056       ,1.000       ,20.810      ,20.820      ,20.794      ,0.027       ,0.073       ,6.259       ,0.01012       ,132           ,11.602          ,148.800       ,-0.519              ,-0.000              ,100.552         ,0.00000           ,-0.00000              
16:03:01.525789     ,0.055       ,0.056       ,1.000       ,20.810      ,20.819      ,20.794      ,0.026       ,0.071       ,6.295       ,0.01012       ,132           ,11.602          ,149.600       ,-0.522              ,-0.000              ,100.604         ,0.00000           ,-0.00000              
16:03:01.545303     ,0.055       ,0.056       ,1.000       ,20.840      ,20.829      ,20.794      ,0.036       ,0.069       ,6.330       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,100.657         ,0.00000           ,-0.00000              
16:03:01.566034     ,0.057       ,0.056       ,1.000       ,20.830      ,20.817      ,20.794      ,0.024       ,0.068       ,6.364       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,100.706         ,0.00000           ,-0.00000              
16:03:01.578099     ,0.055       ,0.056       ,0.984       ,20.810      ,20.820      ,20.794      ,0.026       ,0.066       ,6.397       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,100.754         ,0.00000           ,-0.00000              
16:03:01.598082     ,0.055       ,0.056       ,0.984       ,20.810      ,20.824      ,20.794      ,0.030       ,0.063       ,6.429       ,0.01012       ,132           ,11.602          ,150.400       ,-0.525              ,-0.000              ,100.780         ,0.00000           ,-0.00000              
16:03:01.618096     ,0.057       ,0.057       ,0.967       ,20.840      ,20.831      ,20.794      ,0.037       ,0.062       ,6.460       ,0.01012       ,132           ,11.602          ,150.800       ,-0.526              ,-0.000              ,100.854         ,0.00000           ,-0.00000              
16:03:01.638086     ,0.057       ,0.057       ,1.033       ,20.830      ,20.816      ,20.794      ,0.023       ,0.061       ,6.491       ,0.01012       ,132           ,11.602          ,150.600       ,-0.526              ,-0.000              ,100.904         ,0.00000           ,-0.00000              
16:03:01.658092     ,0.057       ,0.057       ,1.033       ,20.810      ,20.819      ,20.794      ,0.026       ,0.059       ,6.521       ,0.01012       ,132           ,11.602          ,150.200       ,-0.524              ,-0.000              ,100.954         ,0.00000           ,-0.00000              
16:03:01.678083     ,0.057       ,0.057       ,0.984       ,20.810      ,20.824      ,20.794      ,0.030       ,0.057       ,6.550       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,101.004         ,0.00000           ,-0.00000              
16:03:01.698100     ,0.057       ,0.057       ,0.984       ,20.830      ,20.824      ,20.794      ,0.030       ,0.057       ,6.578       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,101.054         ,0.00000           ,-0.00000              
16:03:01.718095     ,0.057       ,0.057       ,1.033       ,20.830      ,20.817      ,20.794      ,0.023       ,0.058       ,6.607       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,101.102         ,0.00000           ,-0.00000              
16:03:01.738100     ,0.057       ,0.057       ,0.967       ,20.830      ,20.829      ,20.794      ,0.035       ,0.058       ,6.636       ,0.01012       ,132           ,11.602          ,149.600       ,-0.522              ,-0.000              ,101.126         ,0.00000           ,-0.00000              
16:03:01.758090     ,0.057       ,0.057       ,0.967       ,20.810      ,20.821      ,20.794      ,0.027       ,0.058       ,6.665       ,0.01012       ,132           ,11.602          ,149.200       ,-0.521              ,-0.000              ,101.201         ,0.00000           ,-0.00000              
16:03:01.778086     ,0.057       ,0.057       ,1.049       ,20.830      ,20.833      ,20.794      ,0.040       ,0.058       ,6.694       ,0.01012       ,132           ,11.602          ,149.000       ,-0.520              ,-0.000              ,101.252         ,0.00000           ,-0.00000              
16:03:01.798097     ,0.057       ,0.057       ,1.033       ,20.840      ,20.827      ,20.794      ,0.034       ,0.059       ,6.724       ,0.01012       ,132           ,11.602          ,149.400       ,-0.522              ,-0.000              ,101.302         ,0.00000           ,-0.00000              
16:03:01.818096     ,0.057       ,0.057       ,1.033       ,20.830      ,20.825      ,20.794      ,0.032       ,0.060       ,6.753       ,0.01012       ,132           ,11.602          ,149.800       ,-0.523              ,-0.000              ,101.332         ,0.00000           ,-0.00000              
16:03:01.838086     ,0.057       ,0.057       ,1.033       ,20.810      ,20.823      ,20.794      ,0.029       ,0.060       ,6.784       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,101.403         ,0.00000           ,-0.00000              
16:03:01.858689     ,0.059       ,0.057       ,0.984       ,20.800      ,20.814      ,20.794      ,0.021       ,0.060       ,6.799       ,0.01012       ,132           ,11.602          ,150.200       ,-0.524              ,-0.000              ,101.455         ,0.00000           ,-0.00000              
16:03:01.879280     ,0.059       ,0.057       ,0.984       ,20.830      ,20.823      ,20.794      ,0.029       ,0.059       ,6.828       ,0.01012       ,132           ,11.602          ,150.800       ,-0.526              ,-0.000              ,101.507         ,0.00000           ,-0.00000              
16:03:01.900027     ,0.057       ,0.057       ,1.033       ,20.830      ,20.813      ,20.794      ,0.020       ,0.060       ,6.858       ,0.01012       ,132           ,11.602          ,151.600       ,-0.529              ,-0.000              ,101.557         ,0.00000           ,-0.00000              
16:03:01.920892     ,0.057       ,0.057       ,0.967       ,20.810      ,20.815      ,20.794      ,0.021       ,0.058       ,6.887       ,0.01012       ,132           ,11.602          ,151.800       ,-0.530              ,-0.000              ,101.606         ,0.00000           ,-0.00000              
16:03:01.941777     ,0.057       ,0.057       ,0.967       ,20.800      ,20.817      ,20.794      ,0.023       ,0.056       ,6.915       ,0.01012       ,132           ,11.602          ,151.400       ,-0.528              ,-0.000              ,101.657         ,0.00000           ,-0.00000              
16:03:01.962593     ,0.057       ,0.057       ,1.000       ,20.810      ,20.813      ,20.794      ,0.019       ,0.056       ,6.944       ,0.01012       ,132           ,11.602          ,151.200       ,-0.528              ,-0.000              ,101.709         ,0.00000           ,-0.00000              
16:03:01.984248     ,0.057       ,0.057       ,1.000       ,20.810      ,20.801      ,20.794      ,0.007       ,0.055       ,6.971       ,0.01012       ,132           ,11.602          ,151.600       ,-0.529              ,-0.000              ,101.760         ,0.00000           ,-0.00000              
16:03:02.006127     ,0.057       ,0.057       ,1.033       ,20.800      ,20.800      ,20.794      ,0.006       ,0.051       ,7.010       ,0.01012       ,132           ,11.602          ,152.000       ,-0.531              ,-0.000              ,101.811         ,0.00000           ,-0.00000              
16:03:02.018096     ,0.057       ,0.057       ,1.033       ,20.810      ,20.814      ,20.794      ,0.020       ,0.049       ,7.035       ,0.01012       ,132           ,11.602          ,152.000       ,-0.531              ,-0.000              ,101.860         ,0.00000           ,-0.00000              
16:03:02.038111     ,0.057       ,0.057       ,1.033       ,20.810      ,20.808      ,20.794      ,0.015       ,0.047       ,7.059       ,0.01012       ,132           ,11.602          ,152.000       ,-0.531              ,-0.000              ,101.910         ,0.00000           ,-0.00000              
16:03:02.058091     ,0.057       ,0.057       ,0.984       ,20.810      ,20.808      ,20.794      ,0.015       ,0.045       ,7.081       ,0.01012       ,132           ,11.602          ,151.600       ,-0.529              ,-0.000              ,101.960         ,0.00000           ,-0.00000              
16:03:02.078084     ,0.057       ,0.057       ,0.984       ,20.800      ,20.803      ,20.794      ,0.010       ,0.042       ,7.103       ,0.01012       ,132           ,11.602          ,151.200       ,-0.528              ,-0.000              ,102.011         ,0.00000           ,-0.00000              
16:03:02.098096     ,0.057       ,0.057       ,1.033       ,20.800      ,20.805      ,20.794      ,0.011       ,0.039       ,7.123       ,0.01012       ,132           ,11.602          ,151.000       ,-0.527              ,-0.000              ,102.060         ,0.00000           ,-0.00000              
16:03:02.118100     ,0.057       ,0.057       ,0.967       ,20.810      ,20.807      ,20.794      ,0.013       ,0.036       ,7.141       ,0.01012       ,132           ,11.602          ,151.000       ,-0.527              ,-0.000              ,102.109         ,0.00000           ,-0.00000              
16:03:02.138102     ,0.057       ,0.057       ,0.967       ,20.930      ,20.888      ,20.794      ,0.095       ,0.039       ,7.159       ,0.01012       ,132           ,11.602          ,150.600       ,-0.526              ,-0.000              ,102.159         ,0.00000           ,-0.00000              
16:03:02.158093     ,0.057       ,0.057       ,1.000       ,20.830      ,20.814      ,20.794      ,0.021       ,0.043       ,7.181       ,0.01012       ,132           ,11.602          ,150.200       ,-0.524              ,-0.000              ,102.210         ,0.00000           ,-0.00000              
16:03:02.178095     ,0.055       ,0.057       ,1.033       ,20.810      ,20.859      ,20.794      ,0.065       ,0.046       ,7.203       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,102.258         ,0.00000           ,-0.00000              
16:03:02.198103     ,0.055       ,0.057       ,1.033       ,20.800      ,20.828      ,20.794      ,0.034       ,0.049       ,7.227       ,0.01012       ,132           ,11.602          ,150.000       ,-0.524              ,-0.000              ,102.306         ,0.00000           ,-0.00000              
16:03:02.218103     ,0.057       ,0.057       ,1.033       ,20.870      ,20.840      ,20.794      ,0.046       ,0.052       ,7.253       ,0.01020       ,133           ,11.689          ,149.600       ,-0.522              ,-0.000              ,102.354         ,-0.00384          ,-0.00016              
16:03:02.238102     ,0.057       ,0.057       ,1.033       ,20.890      ,20.844      ,20.794      ,0.050       ,0.055       ,7.280       ,0.01020       ,133           ,11.689          ,148.800       ,-0.519              ,-0.000              ,102.405         ,0.00000           ,-0.00033              
16:03:02.258093     ,0.057       ,0.057       ,0.984       ,20.790      ,20.814      ,20.794      ,0.020       ,0.057       ,7.308       ,0.01020       ,133           ,11.689          ,148.200       ,-0.517              ,-0.000              ,102.457         ,0.00000           ,-0.00045              
