Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:00:17.716755     ,0.881       ,0.880       ,20.044      ,15.630      ,15.630      ,15.655      ,-0.025      ,500.000     ,1.000          ,14.398      ,-0.029      ,0.169       ,0.030       ,880.000     ,0.000       ,-0.025      ,15.63000      ,8958          ,-0.027          ,67.324        ,0.000               ,-0.000              ,-0.000          ,25073.81836       ,0.00000               ,0.000         ,5.630         ,5.630         ,0.030         ,0.039         
16:00:17.723178     ,0.881       ,0.880       ,20.044      ,15.680      ,15.680      ,15.655      ,0.025       ,500.000     ,1.000          ,-1.548      ,0.003       ,1.282       ,0.040       ,880.000     ,0.000       ,0.025       ,15.68000      ,8958          ,-0.027          ,67.324        ,0.000               ,-0.000              ,-0.000          ,25073.81836       ,0.00000               ,0.000         ,5.630         ,5.630         ,0.040         ,0.025         
16:00:17.733283     ,0.881       ,0.880       ,20.044      ,15.710      ,15.710      ,15.655      ,0.055       ,500.000     ,1.000          ,-14.965     ,0.030       ,1.937       ,0.050       ,880.000     ,0.000       ,0.055       ,15.71000      ,8958          ,-0.027          ,67.324        ,0.000               ,-0.000              ,-0.000          ,25073.81836       ,0.00000               ,0.000         ,5.630         ,5.630         ,0.050         ,0.042         
16:00:17.747901     ,0.881       ,0.880       ,20.044      ,15.710      ,15.710      ,15.655      ,0.075       ,500.000     ,1.000          ,-26.616     ,0.053       ,1.689       ,0.070       ,880.000     ,0.000       ,0.075       ,15.73000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.000           ,25073.81836       ,-0.00767              ,-0.000        ,5.630         ,5.630         ,0.070         ,0.058         
16:00:17.753175     ,0.881       ,0.880       ,20.044      ,15.730      ,15.730      ,15.655      ,0.075       ,500.000     ,1.000          ,-26.616     ,0.053       ,1.689       ,0.070       ,880.000     ,0.000       ,0.075       ,15.73000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.001           ,25073.81836       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.070         ,0.066         
16:00:17.763202     ,0.881       ,0.880       ,20.044      ,15.690      ,15.690      ,15.655      ,0.035       ,500.000     ,1.000          ,-16.370     ,0.033       ,0.288       ,0.080       ,880.000     ,0.000       ,0.035       ,15.69000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.001           ,25073.81836       ,0.00000               ,-0.000        ,5.630         ,5.630         ,0.080         ,0.079         
16:00:17.773202     ,0.881       ,0.880       ,20.044      ,15.560      ,15.560      ,15.655      ,-0.095      ,500.000     ,1.000          ,24.716      ,-0.049      ,-3.019      ,0.070       ,880.000     ,0.000       ,-0.095      ,15.56000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.001           ,25073.81836       ,0.00000               ,-0.000        ,5.620         ,5.620         ,0.070         ,0.067         
16:00:17.783208     ,0.881       ,0.880       ,20.044      ,15.540      ,15.540      ,15.655      ,-0.115      ,500.000     ,1.000          ,37.402      ,-0.075      ,-2.921      ,0.060       ,880.000     ,0.000       ,-0.115      ,15.54000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.001           ,25073.81836       ,0.00000               ,-0.000        ,5.620         ,5.620         ,0.060         ,0.058         
16:00:17.798007     ,0.881       ,0.880       ,20.044      ,15.570      ,15.570      ,15.655      ,-0.085      ,500.000     ,1.000          ,22.517      ,-0.045      ,-0.164      ,0.040       ,880.000     ,0.000       ,-0.085      ,15.57000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.001           ,25073.81836       ,0.00000               ,-0.000        ,5.620         ,5.620         ,0.040         ,0.042         
16:00:17.803174     ,0.881       ,0.880       ,20.044      ,15.610      ,15.610      ,15.655      ,-0.045      ,500.000     ,1.000          ,22.517      ,-0.045      ,-0.164      ,0.040       ,880.000     ,0.000       ,-0.045      ,15.61000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.002           ,25073.81836       ,0.00000               ,-0.001        ,5.620         ,5.620         ,0.040         ,0.041         
16:00:17.821258     ,0.883       ,0.880       ,20.093      ,15.720      ,15.720      ,15.655      ,0.065       ,500.000     ,1.000          ,-14.782     ,0.030       ,2.168       ,0.040       ,880.000     ,0.000       ,0.065       ,15.72000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.002           ,25073.81836       ,0.00000               ,-0.001        ,5.620         ,5.620         ,0.040         ,0.038         
16:00:17.827583     ,0.883       ,0.880       ,20.093      ,15.740      ,15.740      ,15.655      ,0.065       ,500.000     ,1.000          ,-14.782     ,0.030       ,2.168       ,0.040       ,880.000     ,0.000       ,0.065       ,15.72000      ,8959          ,-0.027          ,67.412        ,0.000               ,-0.000              ,0.002           ,25073.81836       ,0.00000               ,-0.001        ,5.620         ,5.620         ,0.040         ,0.038         
