Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:12:41.849990     ,0.000       ,0.000       ,5.280       ,5.320       ,0.019       ,0.01641       ,2042          ,179.473         ,0.000         ,-0.000              ,-0.000              ,-3720.462       ,0.00000           ,-0.00000              
16:12:41.870046     ,0.000       ,0.000       ,5.280       ,5.320       ,0.021       ,0.01641       ,2042          ,179.473         ,0.000         ,-0.000              ,-0.000              ,-3720.462       ,0.00000           ,-0.00000              
16:12:41.889996     ,0.000       ,0.000       ,5.280       ,5.320       ,0.023       ,0.01641       ,2042          ,179.473         ,0.000         ,-0.000              ,-0.000              ,-3720.462       ,0.00000           ,-0.00000              
16:12:41.910000     ,0.000       ,0.000       ,5.280       ,5.320       ,0.023       ,0.01641       ,2042          ,179.473         ,0.000         ,-0.000              ,-0.000              ,-3720.462       ,0.00000           ,-0.00000              
16:12:41.929999     ,0.000       ,0.000       ,5.280       ,5.320       ,0.023       ,0.01641       ,2042          ,179.473         ,0.000         ,-0.000              ,-0.000              ,-3720.462       ,0.00000           ,-0.00000              
16:12:41.949994     ,0.000       ,0.000       ,5.280       ,5.320       ,0.023       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00384           ,0.00006               
16:12:41.969990     ,0.000       ,0.000       ,5.280       ,5.320       ,0.023       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00025               
16:12:41.990969     ,0.000       ,0.000       ,5.270       ,5.320       ,0.023       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00040               
16:12:42.011909     ,0.000       ,0.000       ,5.270       ,5.320       ,0.024       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00050               
16:12:42.033050     ,0.000       ,0.000       ,5.270       ,5.320       ,0.026       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.001               ,-3720.463       ,0.00000           ,0.00057               
16:12:42.054060     ,0.000       ,0.000       ,5.270       ,5.320       ,0.027       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.001               ,-3720.463       ,0.00000           ,0.00057               
16:12:42.074821     ,0.000       ,0.000       ,5.270       ,5.320       ,0.028       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00041               
16:12:42.095775     ,0.000       ,0.000       ,5.260       ,5.320       ,0.029       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00030               
16:12:42.115684     ,0.000       ,0.000       ,5.260       ,5.320       ,0.030       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00021               
16:12:42.136749     ,0.000       ,0.000       ,5.260       ,5.320       ,0.031       ,0.01634       ,2041          ,179.385         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00016               
16:12:42.156614     ,0.000       ,0.000       ,5.260       ,5.320       ,0.033       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00383           ,0.00017               
16:12:42.176442     ,0.000       ,0.000       ,5.260       ,5.320       ,0.034       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00034               
16:12:42.197580     ,0.000       ,0.000       ,5.260       ,5.320       ,0.035       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00000           ,0.00045               
16:12:42.209996     ,0.000       ,0.000       ,5.260       ,5.320       ,0.035       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.001               ,-3720.463       ,0.00000           ,0.00054               
16:12:42.229991     ,0.000       ,0.000       ,5.260       ,5.320       ,0.035       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.001               ,-3720.463       ,0.00000           ,0.00060               
16:12:42.249978     ,0.000       ,0.000       ,5.260       ,5.320       ,0.035       ,0.01626       ,2040          ,179.297         ,0.000         ,-0.000              ,0.001               ,-3720.463       ,0.00000           ,0.00059               
16:12:42.270025     ,0.000       ,0.000       ,5.260       ,5.320       ,0.035       ,0.01618       ,2039          ,179.209         ,0.000         ,-0.000              ,0.000               ,-3720.463       ,0.00384           ,0.00048               
