Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
15:13:50.688059     ,0.879       ,0.880       ,19.291      ,16.400      ,16.367      ,16.183      ,0.180       ,0.090       ,0.096       ,0.000       ,0.062       ,880.000     ,0.180       ,16.363      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00001              ,0.000         ,0.000         ,0.062         ,0.020         
15:13:50.695860     ,0.878       ,0.880       ,19.307      ,16.400      ,16.374      ,16.183      ,0.191       ,0.095       ,0.096       ,0.000       ,0.064       ,880.000     ,0.191       ,16.374      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00001              ,0.000         ,0.000         ,0.064         ,0.020         
15:13:50.707794     ,0.881       ,0.880       ,19.307      ,16.420      ,16.384      ,16.183      ,0.191       ,0.095       ,0.096       ,0.000       ,0.064       ,880.000     ,0.191       ,16.374      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00001              ,0.000         ,0.000         ,0.066         ,0.024         
15:13:50.715851     ,0.881       ,0.880       ,19.275      ,16.400      ,16.388      ,16.183      ,0.205       ,0.102       ,0.097       ,-0.000      ,0.066       ,880.000     ,0.205       ,16.388      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00001              ,0.000         ,0.000         ,0.066         ,0.024         
15:13:50.729532     ,0.883       ,0.880       ,19.291      ,16.400      ,16.391      ,16.183      ,0.205       ,0.102       ,0.097       ,-0.000      ,0.066       ,880.000     ,0.205       ,16.388      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00001              ,0.000         ,0.000         ,0.067         ,0.022         
15:13:50.735916     ,0.883       ,0.880       ,19.307      ,16.380      ,16.390      ,16.183      ,0.206       ,0.103       ,0.097       ,-0.000      ,0.067       ,880.000     ,0.206       ,16.390      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.067         ,0.022         
15:13:50.747129     ,0.881       ,0.880       ,19.275      ,16.380      ,16.389      ,16.183      ,0.206       ,0.103       ,0.097       ,-0.000      ,0.067       ,880.000     ,0.206       ,16.390      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.067         ,0.020         
15:13:50.755880     ,0.883       ,0.880       ,19.324      ,16.390      ,16.387      ,16.183      ,0.203       ,0.102       ,0.097       ,-0.000      ,0.066       ,880.000     ,0.203       ,16.387      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.066         ,0.020         
15:13:50.767178     ,0.878       ,0.880       ,19.324      ,16.400      ,16.388      ,16.183      ,0.203       ,0.102       ,0.097       ,-0.000      ,0.066       ,880.000     ,0.203       ,16.387      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.066         ,0.020         
15:13:50.775867     ,0.878       ,0.880       ,19.307      ,16.440      ,16.393      ,16.183      ,0.210       ,0.105       ,0.098       ,0.000       ,0.068       ,880.000     ,0.210       ,16.393      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.068         ,0.020         
15:13:50.788028     ,0.878       ,0.880       ,19.340      ,16.450      ,16.400      ,16.183      ,0.210       ,0.105       ,0.098       ,0.000       ,0.068       ,880.000     ,0.210       ,16.393      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.068         ,0.022         
15:13:50.795862     ,0.878       ,0.880       ,19.291      ,16.450      ,16.406      ,16.183      ,0.223       ,0.111       ,0.098       ,-0.000      ,0.070       ,880.000     ,0.223       ,16.406      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.070         ,0.022         
15:13:50.806780     ,0.881       ,0.880       ,19.291      ,16.440      ,16.411      ,16.183      ,0.223       ,0.111       ,0.098       ,-0.000      ,0.070       ,880.000     ,0.223       ,16.406      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.070         ,0.022         
15:13:50.815854     ,0.878       ,0.880       ,19.324      ,16.420      ,16.416      ,16.183      ,0.232       ,0.116       ,0.099       ,-0.000      ,0.072       ,880.000     ,0.232       ,16.416      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.072         ,0.022         
15:13:50.827570     ,0.881       ,0.880       ,19.275      ,16.390      ,16.413      ,16.183      ,0.232       ,0.116       ,0.099       ,-0.000      ,0.072       ,880.000     ,0.232       ,16.416      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.071         ,0.019         
15:13:50.835909     ,0.879       ,0.880       ,19.307      ,16.370      ,16.409      ,16.183      ,0.226       ,0.113       ,0.099       ,-0.000      ,0.071       ,880.000     ,0.226       ,16.409      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.071         ,0.019         
15:13:50.848193     ,0.878       ,0.880       ,19.307      ,16.370      ,16.409      ,16.183      ,0.226       ,0.113       ,0.099       ,-0.000      ,0.071       ,880.000     ,0.226       ,16.409      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.071         ,0.028         
15:13:50.855864     ,0.881       ,0.880       ,19.324      ,16.330      ,16.398      ,16.183      ,0.215       ,0.107       ,0.100       ,-0.001      ,0.069       ,880.000     ,0.215       ,16.398      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.069         ,0.028         
15:13:50.867650     ,0.879       ,0.880       ,19.324      ,16.320      ,16.384      ,16.183      ,0.215       ,0.107       ,0.100       ,-0.001      ,0.069       ,880.000     ,0.215       ,16.398      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.069         ,0.022         
15:13:50.875864     ,0.879       ,0.880       ,19.307      ,16.310      ,16.366      ,16.183      ,0.183       ,0.091       ,0.100       ,-0.000      ,0.064       ,880.000     ,0.183       ,16.366      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.064         ,0.022         
15:13:50.885899     ,0.881       ,0.880       ,19.324      ,16.280      ,16.342      ,16.183      ,0.159       ,0.079       ,0.100       ,-0.000      ,0.060       ,880.000     ,0.159       ,16.342      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.060         ,0.020         
15:13:50.895859     ,0.881       ,0.880       ,19.307      ,16.240      ,16.311      ,16.183      ,0.128       ,0.064       ,0.100       ,-0.000      ,0.055       ,880.000     ,0.128       ,16.311      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.055         ,0.020         
15:13:50.905865     ,0.881       ,0.880       ,19.307      ,16.210      ,16.283      ,16.183      ,0.099       ,0.050       ,0.100       ,0.000       ,0.050       ,880.000     ,0.099       ,16.283      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.050         ,0.017         
15:13:50.921688     ,0.883       ,0.880       ,19.340      ,16.180      ,16.252      ,16.183      ,0.099       ,0.050       ,0.100       ,0.000       ,0.050       ,880.000     ,0.099       ,16.283      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.050         ,0.018         
15:13:50.925858     ,0.879       ,0.880       ,19.291      ,16.150      ,16.222      ,16.183      ,0.038       ,0.019       ,0.100       ,-0.000      ,0.040       ,880.000     ,0.038       ,16.222      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.040         ,0.018         
15:13:50.941437     ,0.881       ,0.880       ,19.356      ,16.120      ,16.194      ,16.183      ,0.038       ,0.019       ,0.100       ,-0.000      ,0.040       ,880.000     ,0.038       ,16.222      ,0.01066       ,139           ,12.217          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.035         ,0.018         
15:13:50.945856     ,0.881       ,0.880       ,19.275      ,16.090      ,16.168      ,16.183      ,-0.016      ,-0.008      ,0.100       ,0.000       ,0.031       ,880.000     ,-0.016      ,16.168      ,0.01058       ,138           ,12.129          ,0.000         ,-0.000              ,0.000               ,23922.092       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.031         ,0.018         
15:13:50.962307     ,0.881       ,0.880       ,19.324      ,16.030      ,16.135      ,16.183      ,-0.016      ,-0.008      ,0.100       ,0.000       ,0.031       ,880.000     ,-0.016      ,16.168      ,0.01058       ,138           ,12.129          ,0.000         ,-0.000              ,-0.000              ,23922.092       ,0.00766           ,0.00011               ,0.000         ,0.000         ,0.025         ,0.018         
15:13:50.965852     ,0.881       ,0.880       ,19.324      ,16.010      ,16.103      ,16.183      ,-0.049      ,-0.024      ,0.100       ,-0.000      ,0.025       ,880.000     ,-0.049      ,16.135      ,0.01051       ,137           ,12.041          ,0.000         ,-0.000              ,-0.000              ,23922.092       ,0.00766           ,0.00011               ,0.000         ,0.000         ,0.025         ,0.018         
15:13:50.981006     ,0.879       ,0.880       ,19.291      ,15.900      ,16.055      ,16.183      ,-0.081      ,-0.040      ,0.100       ,0.000       ,0.020       ,880.000     ,-0.081      ,16.103      ,0.01051       ,137           ,12.041          ,0.000         ,-0.000              ,-0.001              ,23922.092       ,0.00767           ,0.00041               ,0.000         ,0.000         ,0.020         ,0.015         
15:13:50.985901     ,0.879       ,0.880       ,19.291      ,15.850      ,16.007      ,16.183      ,-0.081      ,-0.040      ,0.100       ,0.000       ,0.020       ,880.000     ,-0.081      ,16.103      ,0.01043       ,136           ,11.953          ,0.000         ,-0.000              ,-0.001              ,23922.092       ,0.00767           ,0.00041               ,0.000         ,0.000         ,0.020         ,0.015         
15:13:51.001850     ,0.879       ,0.880       ,19.291      ,15.800      ,15.955      ,16.183      ,-0.177      ,-0.088      ,0.100       ,-0.003      ,0.003       ,880.000     ,-0.177      ,16.007      ,0.01035       ,135           ,11.865          ,-0.200        ,0.001               ,-0.002              ,23922.090       ,0.00767           ,0.00069               ,0.000         ,0.000         ,-0.004        ,0.011         
15:13:51.005862     ,0.881       ,0.880       ,19.307      ,15.750      ,15.904      ,16.183      ,-0.229      ,-0.114      ,0.100       ,0.002       ,-0.004      ,880.000     ,-0.229      ,15.955      ,0.01020       ,133           ,11.689          ,-0.400        ,0.001               ,-0.003              ,23922.090       ,0.00767           ,0.00105               ,0.000         ,0.000         ,-0.004        ,0.011         
15:13:51.015853     ,0.881       ,0.880       ,19.291      ,15.660      ,15.838      ,16.183      ,-0.280      ,-0.140      ,0.100       ,0.000       ,-0.013      ,880.000     ,-0.280      ,15.904      ,0.01012       ,132           ,11.602          ,-0.600        ,0.002               ,-0.005              ,23922.090       ,0.01534           ,0.00158               ,0.000         ,0.000         ,-0.013        ,0.011         
15:13:51.025859     ,0.881       ,0.880       ,19.324      ,15.600      ,15.780      ,16.183      ,-0.346      ,-0.173      ,0.099       ,-0.001      ,-0.025      ,880.000     ,-0.346      ,15.838      ,0.00997       ,130           ,11.426          ,-0.800        ,0.003               ,-0.006              ,23922.088       ,0.00767           ,0.00215               ,0.000         ,0.000         ,-0.025        ,0.009         
15:13:51.035896     ,0.879       ,0.880       ,19.275      ,15.510      ,15.713      ,16.183      ,-0.403      ,-0.202      ,0.099       ,0.000       ,-0.034      ,880.000     ,-0.403      ,15.780      ,0.00982       ,128           ,11.250          ,-1.000        ,0.003               ,-0.009              ,23922.088       ,0.01534           ,0.00286               ,0.000         ,0.000         ,-0.034        ,0.009         
15:13:51.045861     ,0.881       ,0.880       ,19.324      ,15.440      ,15.641      ,16.183      ,-0.471      ,-0.235      ,0.098       ,-0.001      ,-0.046      ,880.000     ,-0.471      ,15.713      ,0.00966       ,126           ,11.074          ,-1.200        ,0.004               ,-0.011              ,23922.086       ,0.01534           ,0.00370               ,0.000         ,0.000         ,-0.046        ,-0.001        
15:13:51.055864     ,0.879       ,0.880       ,19.307      ,15.340      ,15.562      ,16.183      ,-0.542      ,-0.271      ,0.098       ,-0.000      ,-0.058      ,880.000     ,-0.542      ,15.641      ,0.00943       ,123           ,10.811          ,-1.400        ,0.005               ,-0.014              ,23922.086       ,0.01532           ,0.00464               ,0.000         ,0.000         ,-0.058        ,-0.001        
15:13:51.065856     ,0.879       ,0.880       ,19.291      ,15.280      ,15.490      ,16.183      ,-0.622      ,-0.311      ,0.097       ,-0.000      ,-0.071      ,880.000     ,-0.622      ,15.562      ,0.00920       ,120           ,10.547          ,-1.600        ,0.006               ,-0.017              ,23922.084       ,0.02302           ,0.00567               ,0.000         ,0.000         ,-0.071        ,-0.004        
15:13:51.082076     ,0.883       ,0.880       ,19.307      ,15.200      ,15.412      ,16.183      ,-0.694      ,-0.347      ,0.097       ,0.000       ,-0.083      ,880.000     ,-0.694      ,15.490      ,0.00890       ,116           ,10.195          ,-2.000        ,0.007               ,-0.021              ,23922.084       ,0.02302           ,0.00689               ,0.000         ,0.000         ,-0.083        ,-0.011        
15:13:51.085911     ,0.883       ,0.880       ,19.307      ,15.150      ,15.341      ,16.183      ,-0.771      ,-0.386      ,0.096       ,-0.000      ,-0.097      ,880.000     ,-0.771      ,15.412      ,0.00859       ,112           ,9.844           ,-2.400        ,0.008               ,-0.025              ,23922.084       ,0.03069           ,0.00827               ,0.000         ,0.000         ,-0.097        ,-0.011        
15:13:51.100684     ,0.881       ,0.880       ,19.275      ,15.030      ,15.258      ,16.183      ,-0.843      ,-0.421      ,0.095       ,0.000       ,-0.109      ,880.000     ,-0.843      ,15.341      ,0.00828       ,108           ,9.492           ,-2.800        ,0.010               ,-0.029              ,23922.080       ,0.03068           ,0.00979               ,0.000         ,0.000         ,-0.123        ,-0.024        
15:13:51.105882     ,0.883       ,0.880       ,19.324      ,14.980      ,15.184      ,16.183      ,-0.926      ,-0.463      ,0.094       ,-0.001      ,-0.123      ,880.000     ,-0.926      ,15.258      ,0.00790       ,103           ,9.053           ,-3.200        ,0.011               ,-0.034              ,23922.080       ,0.03067           ,0.01143               ,0.000         ,0.000         ,-0.123        ,-0.024        
15:13:51.119380     ,0.881       ,0.880       ,19.291      ,14.910      ,15.108      ,16.183      ,-0.999      ,-0.500      ,0.093       ,0.000       ,-0.135      ,880.000     ,-0.999      ,15.184      ,0.00752       ,98            ,8.613           ,-3.800        ,0.013               ,-0.040              ,23922.076       ,0.03836           ,0.01317               ,0.000         ,0.000         ,-0.149        ,-0.041        
15:13:51.125863     ,0.883       ,0.880       ,19.324      ,14.860      ,15.037      ,16.183      ,-1.076      ,-0.538      ,0.092       ,-0.000      ,-0.149      ,880.000     ,-1.076      ,15.108      ,0.00706       ,92            ,8.086           ,-4.200        ,0.015               ,-0.045              ,23922.076       ,0.03832           ,0.01510               ,0.000         ,0.000         ,-0.149        ,-0.041        
15:13:51.138131     ,0.879       ,0.880       ,19.291      ,14.730      ,14.952      ,16.183      ,-1.147      ,-0.573      ,0.091       ,0.000       ,-0.161      ,880.000     ,-1.147      ,15.037      ,0.00706       ,92            ,8.086           ,-4.800        ,0.017               ,-0.052              ,23922.074       ,0.04604           ,0.01721               ,0.000         ,0.000         ,-0.176        ,-0.051        
15:13:51.145855     ,0.879       ,0.880       ,19.291      ,14.690      ,14.886      ,16.183      ,-1.231      ,-0.616      ,0.090       ,-0.001      ,-0.176      ,880.000     ,-1.231      ,14.952      ,0.00606       ,79            ,6.943           ,-5.200        ,0.018               ,-0.058              ,23922.070       ,0.04604           ,0.01946               ,0.000         ,0.000         ,-0.176        ,-0.051        
