Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:39:43.809338     ,0.879       ,0.880       ,20.044      ,16.200      ,16.194      ,16.207      ,-0.012      ,-0.008      ,-0.000      ,0.000       ,-0.008      ,880.000     ,0.000       ,-0.012      ,16.195      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.003        
17:39:43.820093     ,0.879       ,0.880       ,20.044      ,16.210      ,16.196      ,16.207      ,-0.014      ,-0.009      ,-0.000      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.014      ,16.194      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.000        
17:39:43.829340     ,0.879       ,0.880       ,20.044      ,16.200      ,16.194      ,16.207      ,-0.011      ,-0.008      ,-0.000      ,0.000       ,-0.008      ,880.000     ,0.000       ,-0.011      ,16.196      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.000        
17:39:43.840739     ,0.879       ,0.880       ,20.044      ,16.210      ,16.196      ,16.207      ,-0.013      ,-0.009      ,-0.000      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.013      ,16.194      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.009        ,-0.000        
17:39:43.849325     ,0.879       ,0.880       ,20.044      ,16.210      ,16.197      ,16.207      ,-0.012      ,-0.008      ,-0.000      ,0.000       ,-0.008      ,880.000     ,0.000       ,-0.012      ,16.196      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.000        
17:39:43.859321     ,0.879       ,0.880       ,20.044      ,16.200      ,16.196      ,16.207      ,-0.010      ,-0.007      ,-0.000      ,-0.000      ,-0.007      ,880.000     ,0.000       ,-0.010      ,16.197      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.007        ,-0.001        
17:39:43.869322     ,0.879       ,0.880       ,20.044      ,16.200      ,16.195      ,16.207      ,-0.011      ,-0.007      ,-0.000      ,-0.000      ,-0.008      ,880.000     ,0.000       ,-0.011      ,16.196      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.001        
17:39:43.879985     ,0.879       ,0.880       ,20.044      ,16.200      ,16.195      ,16.207      ,-0.013      ,-0.008      ,-0.000      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.013      ,16.195      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,-0.001        
17:39:43.892854     ,0.878       ,0.880       ,20.077      ,16.210      ,16.196      ,16.207      ,-0.011      ,-0.007      ,-0.000      ,-0.000      ,-0.008      ,880.000     ,0.000       ,-0.011      ,16.196      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,0.006         
17:39:43.899736     ,0.878       ,0.880       ,20.077      ,16.210      ,16.196      ,16.207      ,-0.011      ,-0.007      ,-0.000      ,-0.000      ,-0.008      ,880.000     ,0.000       ,-0.011      ,16.196      ,-0.00008      ,5530          ,126.035         ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.008        ,0.006         
