Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:21:02.188786     ,0.881       ,0.880       ,19.176      ,16.160      ,16.145      ,16.158      ,-0.015      ,-0.010      ,0.001       ,0.000       ,-0.009      ,880.000     ,0.000       ,-0.015      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.009        ,0.001         
17:21:02.198764     ,0.881       ,0.880       ,19.176      ,16.150      ,16.141      ,16.158      ,-0.013      ,-0.008      ,0.001       ,0.000       ,-0.007      ,880.000     ,0.000       ,-0.013      ,16.145      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.007        ,-0.000        
17:21:02.208768     ,0.881       ,0.880       ,19.176      ,16.150      ,16.140      ,16.158      ,-0.017      ,-0.011      ,0.001       ,-0.000      ,-0.011      ,880.000     ,0.000       ,-0.017      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.011        ,-0.000        
17:21:02.218774     ,0.881       ,0.880       ,19.176      ,16.150      ,16.141      ,16.158      ,-0.018      ,-0.012      ,0.001       ,0.000       ,-0.011      ,880.000     ,0.000       ,-0.018      ,16.140      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.011        ,0.003         
17:21:02.234615     ,0.881       ,0.880       ,19.176      ,16.150      ,16.142      ,16.158      ,-0.016      ,-0.011      ,0.001       ,0.000       ,-0.010      ,880.000     ,0.000       ,-0.016      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.010        ,-0.010        
17:21:02.238779     ,0.881       ,0.880       ,19.176      ,16.140      ,16.139      ,16.158      ,-0.016      ,-0.011      ,0.001       ,-0.000      ,-0.010      ,880.000     ,0.000       ,-0.016      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.010        ,-0.010        
17:21:02.252287     ,0.881       ,0.880       ,19.144      ,16.150      ,16.141      ,16.158      ,-0.018      ,-0.012      ,0.001       ,-0.000      ,-0.012      ,880.000     ,0.000       ,-0.018      ,16.139      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.012        ,-0.000        
17:21:02.258759     ,0.881       ,0.880       ,19.144      ,16.150      ,16.142      ,16.158      ,-0.017      ,-0.011      ,0.001       ,0.000       ,-0.010      ,880.000     ,0.000       ,-0.017      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.010        ,-0.000        
17:21:02.273750     ,0.881       ,0.880       ,19.144      ,16.150      ,16.141      ,16.158      ,-0.016      ,-0.011      ,0.001       ,-0.000      ,-0.010      ,880.000     ,0.000       ,-0.016      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.010        ,-0.001        
17:21:02.278767     ,0.881       ,0.880       ,19.144      ,16.140      ,16.139      ,16.158      ,-0.016      ,-0.011      ,0.001       ,-0.000      ,-0.010      ,880.000     ,0.000       ,-0.016      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23924.000       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.010        ,-0.001        
