Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:04:53.732563     ,0.051       ,0.050       ,0.836       ,20.850      ,20.845      ,20.873      ,-0.029      ,-0.107      ,-0.352      ,0.00008       ,2147483350    ,333.809         ,59.200        ,-0.207              ,-0.000              ,-949.959        ,0.00000           ,-0.00008              
15:04:53.753073     ,0.051       ,0.049       ,0.836       ,20.860      ,20.858      ,20.873      ,-0.016      ,-0.122      ,-0.396      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.941        ,0.00000           ,-0.00006              
15:04:53.773564     ,0.051       ,0.049       ,0.836       ,20.850      ,20.852      ,20.873      ,-0.022      ,-0.135      ,-0.446      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.922        ,0.00000           ,-0.00004              
15:04:53.794193     ,0.049       ,0.049       ,0.853       ,20.870      ,20.868      ,20.873      ,-0.005      ,-0.145      ,-0.501      ,0.00008       ,2147483350    ,333.809         ,58.800        ,-0.205              ,-0.000              ,-949.902        ,0.00000           ,-0.00003              
15:04:53.814819     ,0.049       ,0.049       ,0.853       ,20.850      ,20.849      ,20.873      ,-0.024      ,-0.141      ,-0.559      ,0.00008       ,2147483350    ,333.809         ,58.600        ,-0.205              ,-0.000              ,-949.881        ,0.00000           ,-0.00002              
15:04:53.834359     ,0.049       ,0.049       ,0.836       ,20.850      ,20.856      ,20.873      ,-0.017      ,-0.147      ,-0.616      ,0.00008       ,2147483350    ,333.809         ,58.800        ,-0.205              ,-0.000              ,-949.859        ,0.00000           ,-0.00002              
15:04:53.855214     ,0.049       ,0.049       ,0.836       ,20.850      ,20.852      ,20.873      ,-0.021      ,-0.153      ,-0.675      ,0.00008       ,2147483350    ,333.809         ,59.800        ,-0.209              ,-0.000              ,-949.838        ,0.00000           ,-0.00001              
15:04:53.876013     ,0.049       ,0.049       ,0.836       ,20.840      ,20.841      ,20.873      ,-0.032      ,-0.163      ,-0.737      ,0.00008       ,2147483350    ,333.809         ,60.600        ,-0.212              ,-0.000              ,-949.819        ,0.00000           ,-0.00001              
15:04:53.897008     ,0.049       ,0.049       ,0.885       ,20.840      ,20.842      ,20.873      ,-0.031      ,-0.190      ,-0.841      ,0.00008       ,2147483350    ,333.809         ,60.800        ,-0.212              ,-0.000              ,-949.800        ,0.00000           ,-0.00001              
15:04:53.917755     ,0.051       ,0.049       ,0.853       ,20.860      ,20.854      ,20.873      ,-0.019      ,-0.198      ,-0.918      ,0.00008       ,2147483350    ,333.809         ,60.200        ,-0.210              ,-0.000              ,-949.782        ,0.00000           ,-0.00000              
15:04:53.938534     ,0.049       ,0.049       ,0.853       ,20.850      ,20.845      ,20.873      ,-0.029      ,-0.204      ,-0.997      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.762        ,0.00000           ,-0.00000              
15:04:53.959245     ,0.049       ,0.049       ,0.836       ,20.850      ,20.854      ,20.873      ,-0.019      ,-0.209      ,-1.080      ,0.00008       ,2147483350    ,333.809         ,59.000        ,-0.206              ,-0.000              ,-949.742        ,0.00000           ,-0.00000              
15:04:53.970887     ,0.049       ,0.049       ,0.836       ,20.850      ,20.853      ,20.873      ,-0.020      ,-0.211      ,-1.164      ,0.00008       ,2147483350    ,333.809         ,59.000        ,-0.206              ,-0.000              ,-949.732        ,0.00000           ,-0.00000              
15:04:53.990904     ,0.049       ,0.048       ,0.836       ,20.860      ,20.856      ,20.873      ,-0.017      ,-0.210      ,-1.249      ,0.00008       ,2147483350    ,333.809         ,59.000        ,-0.206              ,-0.000              ,-949.711        ,0.00000           ,-0.00000              
15:04:54.010911     ,0.049       ,0.048       ,0.853       ,20.850      ,20.848      ,20.873      ,-0.025      ,-0.212      ,-1.332      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.692        ,0.00000           ,-0.00000              
15:04:54.030953     ,0.051       ,0.048       ,0.836       ,20.860      ,20.861      ,20.873      ,-0.012      ,-0.212      ,-1.418      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.674        ,0.00000           ,-0.00000              
15:04:54.050906     ,0.051       ,0.048       ,0.836       ,20.860      ,20.858      ,20.873      ,-0.015      ,-0.206      ,-1.502      ,0.00008       ,2147483350    ,333.809         ,58.800        ,-0.205              ,-0.000              ,-949.655        ,0.00000           ,-0.00000              
15:04:54.070897     ,0.049       ,0.048       ,0.853       ,20.860      ,20.859      ,20.873      ,-0.014      ,-0.203      ,-1.584      ,0.00008       ,2147483350    ,333.809         ,58.200        ,-0.203              ,-0.000              ,-949.634        ,0.00000           ,-0.00000              
15:04:54.090904     ,0.051       ,0.048       ,0.853       ,20.850      ,20.854      ,20.873      ,-0.020      ,-0.206      ,-1.665      ,0.00008       ,2147483350    ,333.809         ,58.400        ,-0.204              ,-0.000              ,-949.612        ,0.00000           ,-0.00000              
15:04:54.110927     ,0.051       ,0.048       ,0.836       ,20.860      ,20.861      ,20.873      ,-0.012      ,-0.207      ,-1.748      ,0.00008       ,2147483350    ,333.809         ,59.600        ,-0.208              ,-0.000              ,-949.590        ,0.00000           ,-0.00000              
15:04:54.130902     ,0.049       ,0.048       ,0.836       ,20.860      ,20.856      ,20.873      ,-0.017      ,-0.203      ,-1.830      ,0.00008       ,2147483350    ,333.809         ,60.600        ,-0.212              ,-0.000              ,-949.570        ,0.00000           ,-0.00000              
15:04:54.150888     ,0.051       ,0.048       ,0.836       ,20.870      ,20.865      ,20.873      ,-0.008      ,-0.199      ,-1.911      ,0.00008       ,2147483350    ,333.809         ,61.000        ,-0.213              ,-0.000              ,-949.552        ,0.00000           ,-0.00000              
15:04:54.170903     ,0.051       ,0.048       ,0.885       ,20.870      ,20.867      ,20.873      ,-0.006      ,-0.185      ,-1.990      ,0.00008       ,2147483350    ,333.809         ,60.200        ,-0.210              ,-0.000              ,-949.533        ,0.00000           ,-0.00000              
15:04:54.190908     ,0.049       ,0.048       ,0.853       ,20.860      ,20.864      ,20.873      ,-0.009      ,-0.169      ,-2.062      ,0.00008       ,2147483350    ,333.809         ,59.400        ,-0.207              ,-0.000              ,-949.513        ,0.00000           ,-0.00000              
15:04:54.210912     ,0.051       ,0.048       ,0.853       ,20.860      ,20.865      ,20.873      ,-0.008      ,-0.158      ,-2.129      ,0.00008       ,2147483350    ,333.809         ,59.200        ,-0.207              ,-0.000              ,-949.492        ,0.00000           ,-0.00000              
15:04:54.230901     ,0.051       ,0.048       ,0.853       ,20.860      ,20.860      ,20.873      ,-0.014      ,-0.150      ,-2.191      ,0.00008       ,2147483350    ,333.809         ,59.800        ,-0.209              ,-0.000              ,-949.470        ,0.00000           ,-0.00000              
15:04:54.250973     ,0.049       ,0.048       ,0.836       ,20.850      ,20.851      ,20.873      ,-0.022      ,-0.146      ,-2.250      ,0.00008       ,2147483350    ,333.809         ,60.600        ,-0.212              ,-0.000              ,-949.450        ,0.00000           ,-0.00000              
15:04:54.271864     ,0.049       ,0.048       ,0.836       ,20.860      ,20.860      ,20.873      ,-0.013      ,-0.147      ,-2.279      ,0.00008       ,2147483350    ,333.809         ,60.600        ,-0.212              ,-0.000              ,-949.432        ,0.00000           ,-0.00000              
15:04:54.293878     ,0.049       ,0.047       ,0.853       ,20.860      ,20.857      ,20.873      ,-0.017      ,-0.142      ,-2.337      ,0.00008       ,2147483350    ,333.809         ,59.600        ,-0.208              ,-0.000              ,-949.406        ,0.00000           ,-0.00000              
15:04:54.314590     ,0.051       ,0.047       ,0.853       ,20.860      ,20.859      ,20.873      ,-0.014      ,-0.142      ,-2.394      ,0.00008       ,2147483350    ,333.809         ,58.600        ,-0.205              ,-0.000              ,-949.384        ,0.00000           ,-0.00000              
