Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:15:43.912186     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:43.932732     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:43.953404     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:43.965051     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:43.985185     ,0.000       ,0.000       ,0.000       ,5.260       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:44.005147     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:44.025163     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:44.045142     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:44.065068     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
10:15:44.085219     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00015      ,70            ,6.152           ,0.000         ,-0.000              ,0.000               ,-2966.251       ,0.00000           ,0.00000               
