Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:27:34.734062     ,0.881       ,0.880       ,21.141      ,14.420      ,14.420      ,14.337      ,0.083       ,500.000     ,1.000          ,-21.964     ,0.044       ,2.516       ,0.040       ,880.000     ,0.000       ,0.083       ,14.42000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.002          ,24965.63477       ,0.00000               ,0.001         ,5.200         ,5.200         ,0.040         ,0.038         
17:27:34.740477     ,0.881       ,0.880       ,21.141      ,14.440      ,14.440      ,14.337      ,0.103       ,500.000     ,1.000          ,-33.999     ,0.068       ,2.567       ,0.050       ,880.000     ,0.000       ,0.103       ,14.44000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.002          ,24965.63477       ,0.00000               ,0.001         ,5.200         ,5.200         ,0.050         ,0.048         
17:27:34.750439     ,0.881       ,0.880       ,21.141      ,14.400      ,14.400      ,14.337      ,0.063       ,500.000     ,1.000          ,-25.379     ,0.051       ,0.945       ,0.060       ,880.000     ,0.000       ,0.063       ,14.40000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.002          ,24965.63477       ,0.00000               ,0.001         ,5.200         ,5.200         ,0.060         ,0.058         
17:27:34.760467     ,0.881       ,0.880       ,21.141      ,14.370      ,14.370      ,14.337      ,0.033       ,500.000     ,1.000          ,-17.542     ,0.035       ,0.035       ,0.070       ,880.000     ,0.000       ,0.033       ,14.37000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.002          ,24965.63672       ,0.00000               ,0.001         ,5.200         ,5.200         ,0.070         ,0.070         
17:27:34.770491     ,0.881       ,0.880       ,21.141      ,14.310      ,14.310      ,14.337      ,-0.027      ,500.000     ,1.000          ,1.748       ,-0.003      ,-1.428      ,0.060       ,880.000     ,0.000       ,-0.027      ,14.31000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.002          ,24965.63672       ,0.00000               ,0.001         ,5.200         ,5.200         ,0.060         ,0.060         
17:27:34.780450     ,0.881       ,0.880       ,21.141      ,14.270      ,14.270      ,14.337      ,-0.067      ,500.000     ,1.000          ,18.522      ,-0.037      ,-2.293      ,0.050       ,880.000     ,0.000       ,-0.067      ,14.27000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.001          ,24965.63672       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.050         ,0.050         
17:27:34.800504     ,0.881       ,0.880       ,21.141      ,14.320      ,14.320      ,14.337      ,-0.017      ,500.000     ,1.000          ,8.847       ,-0.018      ,-0.093      ,0.030       ,880.000     ,0.000       ,-0.017      ,14.32000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.001          ,24965.63672       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.030         ,0.029         
17:27:34.810451     ,0.881       ,0.880       ,21.141      ,14.370      ,14.370      ,14.337      ,0.033       ,500.000     ,1.000          ,-6.916      ,0.014       ,1.111       ,0.040       ,880.000     ,0.000       ,0.033       ,14.37000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.001          ,24965.63672       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.040         ,0.028         
17:27:34.820445     ,0.881       ,0.880       ,21.141      ,14.440      ,14.440      ,14.337      ,0.103       ,500.000     ,1.000          ,-32.797     ,0.066       ,2.832       ,0.050       ,880.000     ,0.000       ,0.103       ,14.44000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.001          ,24965.63477       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.050         ,0.050         
17:27:34.830406     ,0.881       ,0.880       ,21.141      ,14.490      ,14.490      ,14.337      ,0.153       ,500.000     ,1.000          ,-52.952     ,0.106       ,3.406       ,0.060       ,880.000     ,0.000       ,0.153       ,14.49000      ,2147482840    ,0.000           ,288.984       ,0.000               ,-0.000              ,-0.001          ,24965.63477       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.060         ,0.058         
