Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:45:13.330628     ,0.883       ,0.880       ,20.978      ,15.650      ,15.650      ,15.692      ,-0.042      ,-0.014      ,0.000          ,0.000       ,-2.108      ,0.000       ,0.090       ,880.000     ,0.000       ,-0.042      ,15.65000      ,2147481625    ,-0.004          ,182.197       ,0.000               ,-0.000              ,0.001           ,24945.65039       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.090         ,0.099         
09:45:13.340626     ,0.883       ,0.880       ,20.978      ,15.650      ,15.650      ,15.692      ,-0.042      ,-0.021      ,0.000          ,0.000       ,-1.614      ,0.000       ,0.080       ,880.000     ,0.000       ,-0.042      ,15.65000      ,2147481625    ,-0.004          ,182.197       ,0.000               ,-0.000              ,0.001           ,24945.65039       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.080         ,0.089         
09:45:13.350627     ,0.883       ,0.880       ,20.978      ,15.730      ,15.730      ,15.692      ,0.038       ,0.025       ,0.000          ,0.000       ,0.775       ,0.000       ,0.090       ,880.000     ,0.000       ,0.038       ,15.73000      ,2147481625    ,-0.004          ,182.197       ,0.000               ,-0.000              ,0.001           ,24945.65039       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.090         ,0.089         
09:45:13.360640     ,0.883       ,0.880       ,20.978      ,15.830      ,15.830      ,15.692      ,0.138       ,0.094       ,0.000          ,0.000       ,3.321       ,0.000       ,0.100       ,880.000     ,0.000       ,0.138       ,15.83000      ,2147481625    ,-0.004          ,182.197       ,0.000               ,-0.000              ,0.001           ,24945.65039       ,0.00000               ,-0.000        ,5.880         ,5.880         ,0.100         ,0.081         
09:45:13.378763     ,0.883       ,0.880       ,20.978      ,15.750      ,15.750      ,15.692      ,0.108       ,0.085       ,0.000          ,0.000       ,1.702       ,0.000       ,0.110       ,880.000     ,0.000       ,0.108       ,15.80000      ,2147481626    ,-0.004          ,182.285       ,0.000               ,-0.000              ,0.001           ,24945.65039       ,0.00000               ,-0.000        ,5.870         ,5.870         ,0.110         ,0.099         
09:45:13.380617     ,0.883       ,0.880       ,20.978      ,15.750      ,15.750      ,15.692      ,0.058       ,0.059       ,0.000          ,0.000       ,0.086       ,0.000       ,0.120       ,880.000     ,0.000       ,0.058       ,15.75000      ,2147481626    ,-0.004          ,182.285       ,0.000               ,-0.000              ,0.002           ,24945.65039       ,-0.00767              ,-0.001        ,5.870         ,5.870         ,0.120         ,0.099         
09:45:13.402547     ,0.876       ,0.880       ,20.978      ,15.680      ,15.680      ,15.692      ,-0.012      ,0.013       ,0.000          ,0.000       ,-1.540      ,0.000       ,0.120       ,880.000     ,0.000       ,-0.012      ,15.68000      ,2147481626    ,-0.004          ,182.285       ,0.000               ,-0.000              ,0.002           ,24945.65039       ,0.00000               ,-0.001        ,5.870         ,5.870         ,0.120         ,0.132         
09:45:13.409279     ,0.876       ,0.880       ,20.978      ,15.630      ,15.630      ,15.692      ,-0.012      ,0.013       ,0.000          ,0.000       ,-1.540      ,0.000       ,0.120       ,880.000     ,0.000       ,-0.012      ,15.68000      ,2147481626    ,-0.004          ,182.285       ,0.000               ,-0.000              ,0.003           ,24945.65039       ,0.00000               ,-0.001        ,5.870         ,5.870         ,0.120         ,0.132         
09:45:13.410627     ,0.876       ,0.880       ,20.978      ,15.630      ,15.630      ,15.692      ,-0.062      ,-0.027      ,0.000          ,0.000       ,-2.633      ,0.000       ,0.110       ,880.000     ,0.000       ,-0.062      ,15.63000      ,2147481626    ,-0.004          ,182.285       ,0.000               ,-0.000              ,0.003           ,24945.65039       ,0.00000               ,-0.001        ,5.870         ,5.870         ,0.110         ,0.132         
09:45:13.420735     ,0.876       ,0.880       ,20.978      ,15.620      ,15.620      ,15.692      ,-0.072      ,-0.041      ,0.000          ,0.000       ,-2.249      ,0.000       ,0.100       ,880.000     ,0.000       ,-0.072      ,15.62000      ,2147481627    ,-0.004          ,182.373       ,0.000               ,-0.000              ,0.003           ,24945.65039       ,-0.00767              ,-0.001        ,5.870         ,5.870         ,0.100         ,0.108         
