Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:45:57.972524     ,0.000       ,0.000       ,0.000       ,15.800      ,15.917      ,15.917      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00008      ,2472          ,217.266         ,-9.800        ,0.034               ,0.000               ,34513.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.059         ,0.077         
19:45:57.980762     ,0.000       ,0.000       ,0.000       ,16.040      ,15.919      ,15.918      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00008      ,2472          ,217.266         ,-3.800        ,0.013               ,0.000               ,34513.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.031         ,0.077         
19:45:57.992215     ,0.000       ,0.000       ,0.000       ,16.160      ,15.953      ,15.930      ,0.024       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,-0.00008      ,2472          ,217.266         ,5.000         ,-0.017              ,0.000               ,34513.988       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.030         
19:45:58.000710     ,0.000       ,0.000       ,0.000       ,16.120      ,15.954      ,15.936      ,0.018       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2473          ,217.354         ,11.200        ,-0.039              ,0.000               ,34513.992       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.031        ,0.030         
19:45:58.012977     ,0.000       ,0.000       ,0.000       ,16.040      ,15.961      ,15.941      ,0.020       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00008       ,2474          ,217.441         ,18.200        ,-0.064              ,0.000               ,34513.992       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.059        ,-0.032        
19:45:58.020821     ,0.000       ,0.000       ,0.000       ,16.120      ,16.003      ,15.951      ,0.052       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00015       ,2475          ,217.529         ,21.800        ,-0.076              ,0.000               ,34513.992       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.081        ,-0.032        
19:45:58.031647     ,0.000       ,0.000       ,0.000       ,16.250      ,16.046      ,15.965      ,0.081       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00015       ,2475          ,217.529         ,24.200        ,-0.084              ,0.000               ,34513.984       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.095        ,-0.080        
19:45:58.039822     ,0.000       ,0.000       ,0.000       ,16.250      ,16.046      ,15.975      ,0.071       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00015       ,2475          ,217.529         ,23.800        ,-0.083              ,0.000               ,34513.973       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.100        ,-0.080        
19:45:58.050320     ,0.000       ,0.000       ,0.000       ,16.380      ,16.108      ,15.990      ,0.118       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00015       ,2475          ,217.529         ,21.000        ,-0.073              ,0.000               ,34513.965       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.095        ,-0.100        
19:45:58.060773     ,0.000       ,0.000       ,0.000       ,16.510      ,16.205      ,16.011      ,0.193       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00023       ,2476          ,217.617         ,17.400        ,-0.061              ,0.000               ,34513.949       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.081        ,-0.100        
