Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:33:20.197607     ,0.878       ,0.880       ,19.422      ,16.140      ,16.135      ,16.159      ,-0.023      ,-0.010      ,-0.000      ,-0.000      ,-0.010      ,880.000     ,0.000       ,-0.023      ,16.136      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.010        ,-0.015        
19:33:20.200522     ,0.878       ,0.880       ,19.422      ,16.130      ,16.132      ,16.159      ,-0.027      ,-0.012      ,-0.000      ,-0.000      ,-0.012      ,880.000     ,0.000       ,-0.027      ,16.132      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.015        
19:33:20.217175     ,0.878       ,0.880       ,19.422      ,16.140      ,16.132      ,16.159      ,-0.027      ,-0.012      ,-0.000      ,0.000       ,-0.012      ,880.000     ,0.000       ,-0.027      ,16.132      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.010        
19:33:20.224098     ,0.879       ,0.880       ,19.422      ,16.140      ,16.132      ,16.159      ,-0.027      ,-0.012      ,-0.000      ,-0.000      ,-0.012      ,880.000     ,0.000       ,-0.027      ,16.132      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.010        
19:33:20.235593     ,0.879       ,0.880       ,19.422      ,16.140      ,16.130      ,16.159      ,-0.027      ,-0.012      ,-0.000      ,-0.000      ,-0.012      ,880.000     ,0.000       ,-0.027      ,16.132      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.010        
19:33:20.240522     ,0.879       ,0.880       ,19.422      ,16.140      ,16.129      ,16.159      ,-0.028      ,-0.012      ,-0.000      ,-0.000      ,-0.012      ,880.000     ,0.000       ,-0.028      ,16.130      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.010        
19:33:20.256200     ,0.879       ,0.880       ,19.422      ,16.140      ,16.130      ,16.159      ,-0.029      ,-0.013      ,-0.000      ,0.000       ,-0.013      ,880.000     ,0.000       ,-0.029      ,16.129      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.015        
19:33:20.260518     ,0.879       ,0.880       ,19.422      ,16.130      ,16.128      ,16.159      ,-0.028      ,-0.012      ,-0.000      ,0.000       ,-0.012      ,880.000     ,0.000       ,-0.028      ,16.130      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.012        ,-0.015        
19:33:20.275726     ,0.879       ,0.880       ,19.422      ,16.130      ,16.127      ,16.159      ,-0.031      ,-0.013      ,-0.000      ,-0.000      ,-0.013      ,880.000     ,0.000       ,-0.031      ,16.128      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.013        ,-0.014        
19:33:20.280510     ,0.879       ,0.880       ,19.422      ,16.130      ,16.127      ,16.159      ,-0.032      ,-0.014      ,-0.000      ,0.000       ,-0.014      ,880.000     ,0.000       ,-0.032      ,16.127      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.014        ,-0.014        
19:33:20.297392     ,0.879       ,0.880       ,19.422      ,16.130      ,16.126      ,16.159      ,-0.032      ,-0.014      ,-0.000      ,0.000       ,-0.014      ,880.000     ,0.000       ,-0.032      ,16.127      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.014        ,-0.010        
19:33:20.300513     ,0.879       ,0.880       ,19.422      ,16.120      ,16.123      ,16.159      ,-0.033      ,-0.014      ,-0.000      ,-0.000      ,-0.014      ,880.000     ,0.000       ,-0.033      ,16.126      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.014        ,-0.010        
19:33:20.316156     ,0.879       ,0.880       ,19.422      ,16.130      ,16.123      ,16.159      ,-0.036      ,-0.016      ,-0.000      ,-0.000      ,-0.016      ,880.000     ,0.000       ,-0.036      ,16.123      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.016        ,-0.015        
19:33:20.324076     ,0.881       ,0.880       ,19.422      ,16.130      ,16.122      ,16.159      ,-0.037      ,-0.016      ,-0.000      ,-0.000      ,-0.016      ,880.000     ,0.000       ,-0.037      ,16.122      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.016        ,-0.015        
19:33:20.335930     ,0.881       ,0.880       ,19.422      ,16.130      ,16.120      ,16.159      ,-0.037      ,-0.016      ,-0.000      ,-0.000      ,-0.016      ,880.000     ,0.000       ,-0.037      ,16.122      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.015        
19:33:20.340527     ,0.881       ,0.880       ,19.422      ,16.130      ,16.119      ,16.159      ,-0.039      ,-0.017      ,-0.000      ,-0.000      ,-0.017      ,880.000     ,0.000       ,-0.039      ,16.120      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.015        
19:33:20.354516     ,0.881       ,0.880       ,19.422      ,16.130      ,16.120      ,16.159      ,-0.040      ,-0.017      ,-0.000      ,0.000       ,-0.017      ,880.000     ,0.000       ,-0.040      ,16.119      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.025        
19:33:20.360523     ,0.881       ,0.880       ,19.422      ,16.120      ,16.118      ,16.159      ,-0.039      ,-0.017      ,-0.000      ,0.000       ,-0.017      ,880.000     ,0.000       ,-0.039      ,16.120      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.025        
19:33:20.373229     ,0.881       ,0.880       ,19.422      ,16.130      ,16.119      ,16.159      ,-0.041      ,-0.018      ,-0.000      ,-0.000      ,-0.018      ,880.000     ,0.000       ,-0.041      ,16.118      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.017        
19:33:20.380571     ,0.881       ,0.880       ,19.422      ,16.130      ,16.120      ,16.159      ,-0.040      ,-0.017      ,-0.000      ,0.000       ,-0.017      ,880.000     ,0.000       ,-0.040      ,16.119      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.017        
19:33:20.391940     ,0.881       ,0.880       ,19.422      ,16.130      ,16.120      ,16.159      ,-0.039      ,-0.017      ,-0.000      ,-0.000      ,-0.017      ,880.000     ,0.000       ,-0.039      ,16.120      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.018        
19:33:20.400542     ,0.881       ,0.880       ,19.422      ,16.130      ,16.120      ,16.159      ,-0.038      ,-0.017      ,-0.000      ,-0.000      ,-0.017      ,880.000     ,0.000       ,-0.038      ,16.120      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.018        
19:33:20.410661     ,0.881       ,0.880       ,19.422      ,16.130      ,16.122      ,16.159      ,-0.038      ,-0.017      ,-0.000      ,-0.000      ,-0.017      ,880.000     ,0.000       ,-0.038      ,16.120      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.017        ,-0.017        
19:33:20.424083     ,0.879       ,0.880       ,19.422      ,16.130      ,16.121      ,16.159      ,-0.038      ,-0.016      ,-0.000      ,-0.000      ,-0.016      ,880.000     ,0.000       ,-0.038      ,16.121      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.016        ,-0.017        
19:33:20.432414     ,0.879       ,0.880       ,19.422      ,16.160      ,16.126      ,16.159      ,-0.038      ,-0.016      ,-0.000      ,-0.000      ,-0.016      ,880.000     ,0.000       ,-0.038      ,16.121      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.014        ,-0.017        
19:33:20.440539     ,0.879       ,0.880       ,19.422      ,16.450      ,16.179      ,16.159      ,-0.033      ,-0.014      ,-0.000      ,0.000       ,-0.014      ,880.000     ,0.000       ,-0.033      ,16.126      ,0.00008       ,2147483533    ,349.893         ,0.000         ,-0.000              ,0.000               ,23997.219       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.014        ,-0.017        
