Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:30:01.764007     ,0.879       ,0.880       ,20.372      ,15.570      ,15.570      ,15.665      ,-0.095      ,500.000     ,1.000          ,30.008      ,-0.060      ,-2.608      ,0.000       ,880.000     ,0.000       ,-0.095      ,15.57000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.670         ,5.670         ,0.000         ,0.018         
17:30:01.765469     ,0.879       ,0.880       ,20.372      ,15.560      ,15.560      ,15.665      ,-0.095      ,500.000     ,1.000          ,30.008      ,-0.060      ,-2.608      ,0.000       ,880.000     ,0.000       ,-0.095      ,15.57000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.670         ,5.670         ,0.000         ,0.018         
17:30:01.775462     ,0.879       ,0.880       ,20.372      ,15.590      ,15.590      ,15.665      ,-0.105      ,500.000     ,1.000          ,37.144      ,-0.074      ,-2.230      ,-0.010      ,880.000     ,0.000       ,-0.105      ,15.56000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.010        ,0.009         
17:30:01.785452     ,0.879       ,0.880       ,20.372      ,15.630      ,15.630      ,15.665      ,-0.075      ,500.000     ,1.000          ,31.247      ,-0.062      ,-0.961      ,-0.020      ,880.000     ,0.000       ,-0.075      ,15.59000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.020        ,0.008         
17:30:01.795460     ,0.879       ,0.880       ,20.372      ,15.680      ,15.680      ,15.665      ,-0.035      ,500.000     ,1.000          ,20.132      ,-0.040      ,0.218       ,-0.030      ,880.000     ,0.000       ,-0.035      ,15.63000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.030        ,-0.008        
17:30:01.805460     ,0.879       ,0.880       ,20.372      ,15.710      ,15.710      ,15.665      ,0.015       ,500.000     ,1.000          ,3.668       ,-0.007      ,1.354       ,-0.040      ,880.000     ,0.000       ,0.015       ,15.68000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.040        ,-0.018        
17:30:01.815457     ,0.879       ,0.880       ,20.372      ,15.750      ,15.750      ,15.665      ,0.045       ,500.000     ,1.000          ,-8.453      ,0.017       ,1.687       ,-0.030      ,880.000     ,0.000       ,0.045       ,15.71000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.030        ,-0.029        
17:30:01.825459     ,0.879       ,0.880       ,20.372      ,15.750      ,15.750      ,15.665      ,0.085       ,500.000     ,1.000          ,-26.032     ,0.052       ,2.513       ,-0.020      ,880.000     ,0.000       ,0.085       ,15.75000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.020        ,-0.041        
17:30:01.835468     ,0.879       ,0.880       ,20.372      ,15.790      ,15.790      ,15.665      ,0.085       ,500.000     ,1.000          ,-29.883     ,0.060       ,1.910       ,-0.010      ,880.000     ,0.000       ,0.085       ,15.75000      ,8182          ,-0.006          ,359.121       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.660         ,5.660         ,-0.010        ,-0.028        
17:30:01.845468     ,0.879       ,0.880       ,20.372      ,15.750      ,15.750      ,15.665      ,0.125       ,500.000     ,1.000          ,-45.878     ,0.092       ,2.520       ,0.000       ,880.000     ,0.000       ,0.125       ,15.79000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,0.000           ,24969.09375       ,0.00000               ,-0.000        ,5.650         ,5.650         ,0.000         ,-0.001        
17:30:01.868633     ,0.881       ,0.880       ,20.372      ,15.570      ,15.570      ,15.665      ,-0.095      ,500.000     ,1.000          ,18.918      ,-0.038      ,-3.841      ,0.000       ,880.000     ,0.000       ,-0.095      ,15.57000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.000          ,24969.09375       ,0.00767               ,0.000         ,5.650         ,5.650         ,0.000         ,0.005         
17:30:01.874949     ,0.881       ,0.880       ,20.372      ,15.570      ,15.570      ,15.665      ,-0.095      ,500.000     ,1.000          ,18.918      ,-0.038      ,-3.841      ,0.000       ,880.000     ,0.000       ,-0.095      ,15.57000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,0.000         ,0.005         
17:30:01.885006     ,0.881       ,0.880       ,20.372      ,15.570      ,15.570      ,15.665      ,-0.095      ,500.000     ,1.000          ,26.253      ,-0.053      ,-2.986      ,-0.010      ,880.000     ,0.000       ,-0.095      ,15.57000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,-0.010        ,0.001         
17:30:01.895122     ,0.881       ,0.880       ,20.372      ,15.600      ,15.600      ,15.665      ,-0.065      ,500.000     ,1.000          ,21.859      ,-0.044      ,-1.535      ,-0.020      ,880.000     ,0.000       ,-0.065      ,15.60000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,-0.020        ,-0.008        
17:30:01.904931     ,0.881       ,0.880       ,20.372      ,15.650      ,15.650      ,15.665      ,-0.015      ,500.000     ,1.000          ,8.632       ,-0.017      ,0.043       ,-0.030      ,880.000     ,0.000       ,-0.015      ,15.65000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,-0.030        ,-0.008        
17:30:01.915077     ,0.881       ,0.880       ,20.372      ,15.730      ,15.730      ,15.665      ,0.065       ,500.000     ,1.000          ,-16.998     ,0.034       ,1.982       ,-0.020      ,880.000     ,0.000       ,0.065       ,15.73000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,-0.020        ,-0.027        
17:30:01.925071     ,0.881       ,0.880       ,20.372      ,15.740      ,15.740      ,15.665      ,0.075       ,500.000     ,1.000          ,-25.025     ,0.050       ,1.926       ,-0.010      ,880.000     ,0.000       ,0.075       ,15.74000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.001          ,24969.09375       ,0.00000               ,0.000         ,5.650         ,5.650         ,-0.010        ,-0.019        
17:30:01.935340     ,0.881       ,0.880       ,20.372      ,15.770      ,15.770      ,15.665      ,0.105       ,500.000     ,1.000          ,-37.683     ,0.075       ,2.263       ,0.000       ,880.000     ,0.000       ,0.105       ,15.77000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.002          ,24969.09375       ,0.00000               ,0.001         ,5.650         ,5.650         ,0.000         ,-0.009        
17:30:01.945001     ,0.881       ,0.880       ,20.372      ,15.720      ,15.720      ,15.665      ,0.055       ,500.000     ,1.000          ,-25.230     ,0.050       ,0.456       ,0.010       ,880.000     ,0.000       ,0.055       ,15.72000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.002          ,24969.09375       ,0.00000               ,0.001         ,5.650         ,5.650         ,0.010         ,-0.009        
17:30:01.960449     ,0.881       ,0.880       ,20.372      ,15.660      ,15.660      ,15.665      ,-0.005      ,500.000     ,1.000          ,-6.967      ,0.014       ,-1.093      ,0.020       ,880.000     ,0.000       ,-0.005      ,15.66000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.002          ,24969.09375       ,0.00000               ,0.001         ,5.650         ,5.650         ,0.020         ,0.008         
17:30:01.968445     ,0.878       ,0.880       ,20.372      ,15.620      ,15.620      ,15.665      ,-0.045      ,500.000     ,1.000          ,7.761       ,-0.016      ,-1.740      ,0.010       ,880.000     ,0.000       ,-0.045      ,15.62000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.002          ,24969.09375       ,0.00000               ,0.001         ,5.650         ,5.650         ,0.010         ,0.017         
17:30:01.974939     ,0.878       ,0.880       ,20.372      ,15.590      ,15.590      ,15.665      ,-0.075      ,500.000     ,1.000          ,22.141      ,-0.044      ,-2.289      ,0.000       ,880.000     ,0.000       ,-0.075      ,15.59000      ,8181          ,-0.006          ,359.033       ,0.000               ,-0.000              ,-0.002          ,24969.09375       ,0.00000               ,0.001         ,5.640         ,5.640         ,0.000         ,0.017         
