Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
19:37:33.783833     ,0.883       ,0.880       ,19.668      ,16.200      ,16.190      ,16.193      ,-0.006      ,-0.002      ,-0.000      ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.006      ,16.187      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.787011     ,0.883       ,0.880       ,19.668      ,16.200      ,16.190      ,16.193      ,-0.003      ,-0.001      ,-0.000      ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.003      ,16.190      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.001        ,-0.001        
19:37:33.811901     ,0.876       ,0.880       ,19.668      ,16.190      ,16.188      ,16.193      ,-0.005      ,-0.002      ,-0.000      ,-0.000      ,-0.002      ,880.000     ,0.000       ,-0.005      ,16.188      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.816835     ,0.876       ,0.880       ,19.668      ,16.200      ,16.189      ,16.193      ,-0.005      ,-0.002      ,-0.000      ,-0.000      ,-0.002      ,880.000     ,0.000       ,-0.005      ,16.188      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.836954     ,0.876       ,0.880       ,19.668      ,16.190      ,16.187      ,16.193      ,-0.004      ,-0.001      ,-0.000      ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.004      ,16.189      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.850602     ,0.876       ,0.880       ,19.668      ,16.200      ,16.190      ,16.193      ,-0.006      ,-0.002      ,-0.000      ,-0.000      ,-0.002      ,880.000     ,0.000       ,-0.006      ,16.187      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.856941     ,0.876       ,0.880       ,19.668      ,16.190      ,16.188      ,16.193      ,-0.004      ,-0.001      ,-0.000      ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.004      ,16.190      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.868166     ,0.876       ,0.880       ,19.668      ,16.190      ,16.186      ,16.193      ,-0.005      ,-0.002      ,-0.000      ,-0.000      ,-0.002      ,880.000     ,0.000       ,-0.005      ,16.188      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.015        
19:37:33.876913     ,0.876       ,0.880       ,19.668      ,16.200      ,16.187      ,16.193      ,-0.007      ,-0.002      ,-0.000      ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.007      ,16.186      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.015        
19:37:33.887253     ,0.876       ,0.880       ,19.668      ,16.190      ,16.187      ,16.193      ,-0.006      ,-0.002      ,-0.000      ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.006      ,16.187      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,-0.001        
19:37:33.896959     ,0.876       ,0.880       ,19.668      ,16.190      ,16.184      ,16.193      ,-0.007      ,-0.002      ,-0.000      ,-0.000      ,-0.002      ,880.000     ,0.000       ,-0.007      ,16.187      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,-0.001        
19:37:33.906994     ,0.876       ,0.880       ,19.668      ,16.200      ,16.186      ,16.193      ,-0.009      ,-0.003      ,-0.000      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.009      ,16.184      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,-0.003        
19:37:33.920454     ,0.881       ,0.880       ,19.635      ,16.190      ,16.185      ,16.193      ,-0.008      ,-0.003      ,-0.000      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.008      ,16.185      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.000         
19:37:33.926923     ,0.881       ,0.880       ,19.635      ,16.200      ,16.185      ,16.193      ,-0.008      ,-0.003      ,-0.000      ,-0.000      ,-0.003      ,880.000     ,0.000       ,-0.008      ,16.185      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.003        ,0.000         
19:37:33.936824     ,0.881       ,0.880       ,19.635      ,16.210      ,16.188      ,16.193      ,-0.008      ,-0.003      ,-0.000      ,0.000       ,-0.003      ,880.000     ,0.000       ,-0.008      ,16.185      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.002        ,0.000         
19:37:33.946970     ,0.881       ,0.880       ,19.635      ,16.200      ,16.189      ,16.193      ,-0.005      ,-0.002      ,-0.000      ,0.000       ,-0.002      ,880.000     ,0.000       ,-0.005      ,16.188      ,0.35473       ,4469          ,32.783          ,0.000         ,-0.000              ,-0.000              ,24011.107       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.001        ,-0.004        
