Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
14:26:21.412965     ,0.876       ,0.880       ,18.980      ,16.200      ,16.217      ,16.219      ,-0.002      ,0.007       ,0.012       ,-0.000      ,0.019       ,880.000     ,0.000       ,0.020       ,16.217      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.019         ,0.018         
14:26:21.422979     ,0.876       ,0.880       ,18.980      ,16.210      ,16.213      ,16.217      ,-0.004      ,0.006       ,0.012       ,-0.000      ,0.018       ,880.000     ,0.000       ,0.016       ,16.213      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.018         ,0.019         
14:26:21.436458     ,0.881       ,0.880       ,18.980      ,16.210      ,16.211      ,16.215      ,-0.004      ,0.006       ,0.012       ,-0.000      ,0.018       ,880.000     ,0.000       ,0.016       ,16.213      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.018         ,0.018         
14:26:21.442963     ,0.881       ,0.880       ,18.980      ,16.200      ,16.205      ,16.213      ,-0.008      ,0.003       ,0.012       ,-0.000      ,0.015       ,880.000     ,0.000       ,0.008       ,16.205      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.015         ,0.018         
14:26:21.452963     ,0.881       ,0.880       ,18.980      ,16.210      ,16.201      ,16.211      ,-0.011      ,0.001       ,0.012       ,-0.000      ,0.013       ,880.000     ,0.000       ,0.004       ,16.201      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.013         ,0.013         
14:26:21.462966     ,0.881       ,0.880       ,18.980      ,16.200      ,16.198      ,16.209      ,-0.011      ,0.000       ,0.012       ,-0.000      ,0.012       ,880.000     ,0.000       ,0.001       ,16.198      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.012         ,0.018         
14:26:21.472969     ,0.881       ,0.880       ,18.980      ,16.190      ,16.193      ,16.207      ,-0.015      ,-0.002      ,0.012       ,-0.000      ,0.010       ,880.000     ,0.000       ,-0.004      ,16.193      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.010         ,0.011         
14:26:21.491464     ,0.881       ,0.880       ,18.980      ,16.190      ,16.189      ,16.205      ,-0.016      ,-0.003      ,0.012       ,0.000       ,0.009       ,880.000     ,0.000       ,-0.008      ,16.189      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.009         ,0.008         
14:26:21.492967     ,0.881       ,0.880       ,18.980      ,16.160      ,16.184      ,16.203      ,-0.020      ,-0.005      ,0.012       ,0.000       ,0.007       ,880.000     ,0.000       ,-0.013      ,16.184      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.007         ,0.008         
14:26:21.502968     ,0.881       ,0.880       ,18.980      ,16.180      ,16.181      ,16.201      ,-0.020      ,-0.005      ,0.012       ,0.000       ,0.007       ,880.000     ,0.000       ,-0.013      ,16.184      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.007         ,0.005         
14:26:21.512962     ,0.881       ,0.880       ,18.980      ,16.160      ,16.175      ,16.199      ,-0.024      ,-0.008      ,0.012       ,0.000       ,0.004       ,880.000     ,0.000       ,-0.022      ,16.175      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.004         ,0.006         
14:26:21.522977     ,0.881       ,0.880       ,18.980      ,16.160      ,16.170      ,16.197      ,-0.027      ,-0.008      ,0.011       ,0.000       ,0.003       ,880.000     ,0.000       ,-0.022      ,16.175      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,0.003         ,-0.001        
14:26:21.536527     ,0.878       ,0.880       ,19.013      ,16.160      ,16.163      ,16.194      ,-0.031      ,-0.012      ,0.011       ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.033      ,16.163      ,0.25894       ,3312          ,291.094         ,0.000         ,-0.000              ,0.437               ,24368.854       ,-0.14572          ,-0.14572              ,0.000         ,0.000         ,-0.001        ,0.001         
