Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:02:26.836005     ,0.879       ,0.880       ,19.144      ,16.240      ,16.239      ,16.209      ,0.029       ,0.020       ,-0.002      ,-0.000      ,0.018       ,880.000     ,0.000       ,0.029       ,16.239      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.018         ,-0.000        
18:02:26.843884     ,0.879       ,0.880       ,19.144      ,16.250      ,16.240      ,16.209      ,0.031       ,0.020       ,-0.002      ,0.000       ,0.019       ,880.000     ,0.000       ,0.031       ,16.240      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.019         ,-0.000        
18:02:26.856912     ,0.879       ,0.880       ,19.144      ,16.240      ,16.238      ,16.209      ,0.029       ,0.019       ,-0.002      ,-0.000      ,0.017       ,880.000     ,0.000       ,0.029       ,16.238      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.017         ,-0.000        
18:02:26.860367     ,0.879       ,0.880       ,19.144      ,16.250      ,16.238      ,16.209      ,0.028       ,0.019       ,-0.002      ,0.000       ,0.017       ,880.000     ,0.000       ,0.028       ,16.238      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.017         ,-0.000        
18:02:26.875950     ,0.879       ,0.880       ,19.144      ,16.250      ,16.238      ,16.209      ,0.028       ,0.019       ,-0.002      ,0.000       ,0.017       ,880.000     ,0.000       ,0.028       ,16.238      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.017         ,-0.000        
18:02:26.880355     ,0.879       ,0.880       ,19.144      ,16.240      ,16.237      ,16.209      ,0.027       ,0.018       ,-0.002      ,-0.000      ,0.017       ,880.000     ,0.000       ,0.027       ,16.237      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.017         ,-0.000        
18:02:26.895697     ,0.879       ,0.880       ,19.144      ,16.250      ,16.236      ,16.209      ,0.027       ,0.018       ,-0.002      ,-0.000      ,0.017       ,880.000     ,0.000       ,0.027       ,16.237      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.016         ,0.004         
18:02:26.900363     ,0.879       ,0.880       ,19.144      ,16.250      ,16.238      ,16.209      ,0.028       ,0.019       ,-0.001      ,0.000       ,0.018       ,880.000     ,0.000       ,0.028       ,16.238      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.018         ,0.004         
18:02:26.915250     ,0.879       ,0.880       ,19.144      ,16.250      ,16.238      ,16.209      ,0.028       ,0.019       ,-0.001      ,0.000       ,0.018       ,880.000     ,0.000       ,0.028       ,16.238      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.018         ,-0.000        
18:02:26.920373     ,0.879       ,0.880       ,19.144      ,16.240      ,16.237      ,16.209      ,0.028       ,0.018       ,-0.001      ,-0.000      ,0.017       ,880.000     ,0.000       ,0.028       ,16.237      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.017         ,-0.000        
