Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:53:06.559274     ,0.000       ,0.000       ,5.300       ,5.286       ,0.003       ,-0.00207      ,1052          ,92.461          ,-7.000        ,0.024               ,0.100               ,-3510.036       ,0.04218           ,-0.00460              
08:53:06.580570     ,0.000       ,0.000       ,5.300       ,5.286       ,0.003       ,-0.00207      ,1052          ,92.461          ,-4.000        ,0.014               ,0.100               ,-3510.032       ,0.04218           ,-0.00460              
08:53:06.607388     ,0.000       ,0.000       ,5.300       ,5.286       ,-0.000      ,-0.00192      ,1054          ,92.637          ,-1.000        ,0.003               ,-0.094              ,-3510.024       ,0.04985           ,0.01035               
08:53:06.625129     ,0.000       ,0.000       ,5.300       ,5.286       ,-0.000      ,-0.00169      ,1057          ,92.900          ,3.000         ,-0.010              ,-0.094              ,-3510.016       ,0.04985           ,0.01035               
08:53:06.643066     ,0.000       ,0.000       ,5.220       ,5.286       ,-0.000      ,-0.00153      ,1059          ,93.076          ,6.000         ,-0.021              ,-0.094              ,-3510.016       ,0.04985           ,0.01035               
08:53:06.660834     ,0.000       ,0.000       ,5.220       ,5.286       ,-0.000      ,-0.00130      ,1062          ,93.340          ,4.000         ,-0.014              ,-0.094              ,-3510.018       ,0.04985           ,0.01035               
08:53:06.678772     ,0.000       ,0.000       ,5.220       ,5.286       ,0.002       ,-0.00115      ,1064          ,93.516          ,2.000         ,-0.007              ,0.130               ,-3510.022       ,0.03835           ,0.02493               
08:53:06.705523     ,0.000       ,0.000       ,5.220       ,5.286       ,0.002       ,-0.00092      ,1067          ,93.779          ,-1.000        ,0.003               ,0.130               ,-3510.031       ,0.03835           ,0.02493               
08:53:06.723279     ,0.000       ,0.000       ,5.220       ,5.286       ,0.002       ,-0.00084      ,1068          ,93.867          ,-5.000        ,0.017               ,0.130               ,-3510.041       ,0.03835           ,0.02493               
08:53:06.741011     ,0.000       ,0.000       ,5.310       ,5.286       ,0.002       ,-0.00084      ,1068          ,93.867          ,-9.000        ,0.031               ,0.130               ,-3510.046       ,0.03835           ,0.02493               
08:53:06.758944     ,0.000       ,0.000       ,5.310       ,5.286       ,0.002       ,-0.00084      ,1068          ,93.867          ,-14.000       ,0.049               ,0.130               ,-3510.058       ,0.03835           ,0.02493               
08:53:06.785434     ,0.000       ,0.000       ,5.310       ,5.286       ,0.002       ,-0.00084      ,1068          ,93.867          ,-17.000       ,0.059               ,0.130               ,-3510.075       ,0.03835           ,0.02493               
08:53:06.803337     ,0.000       ,0.000       ,5.310       ,5.286       ,0.008       ,-0.00092      ,1067          ,93.779          ,-21.000       ,0.073               ,0.135               ,-3510.088       ,0.01534           ,0.03068               
08:53:06.821119     ,0.000       ,0.000       ,5.310       ,5.286       ,0.008       ,-0.00107      ,1065          ,93.604          ,-24.000       ,0.084               ,0.135               ,-3510.095       ,0.01534           ,0.03068               
08:53:06.839076     ,0.000       ,0.000       ,5.320       ,5.286       ,0.008       ,-0.00123      ,1063          ,93.428          ,-27.000       ,0.094               ,0.135               ,-3510.108       ,0.01534           ,0.03068               
08:53:06.865615     ,0.000       ,0.000       ,5.320       ,5.286       ,0.008       ,-0.00146      ,1060          ,93.164          ,-29.000       ,0.101               ,0.135               ,-3510.128       ,0.01534           ,0.03068               
08:53:06.883397     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00161      ,1058          ,92.988          ,-31.000       ,0.108               ,0.132               ,-3510.140       ,-0.00767          ,0.02761               
08:53:06.901150     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00176      ,1056          ,92.812          ,-32.000       ,0.112               ,0.132               ,-3510.145       ,-0.00767          ,0.02761               
08:53:06.919045     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00192      ,1054          ,92.637          ,-32.000       ,0.112               ,0.132               ,-3510.155       ,-0.00767          ,0.02761               
08:53:06.945545     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00207      ,1052          ,92.461          ,-32.000       ,0.112               ,0.132               ,-3510.174       ,-0.00767          ,0.02761               
08:53:06.963255     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00222      ,1050          ,92.285          ,-33.000       ,0.115               ,0.132               ,-3510.186       ,-0.00767          ,0.02761               
08:53:06.980986     ,0.000       ,0.000       ,5.320       ,5.286       ,0.006       ,-0.00230      ,1049          ,92.197          ,-34.000       ,0.119               ,0.132               ,-3510.192       ,-0.00767          ,0.02761               
08:53:06.998956     ,0.000       ,0.000       ,5.320       ,5.286       ,0.003       ,-0.00238      ,1048          ,92.109          ,-34.000       ,0.119               ,0.123               ,-3510.204       ,-0.00383          ,0.01841               
