Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
12:59:17.084790     ,0.878       ,0.880       ,18.636      ,16.160      ,16.154      ,16.155      ,0.003       ,0.001       ,-0.000      ,-0.000      ,0.000       ,880.000     ,0.000       ,0.003       ,16.157      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.000         
12:59:17.084833     ,0.878       ,0.880       ,18.636      ,16.160      ,16.154      ,16.155      ,-0.000      ,0.000       ,-0.000      ,-0.000      ,-0.000      ,880.000     ,0.000       ,-0.000      ,16.154      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.000         
12:59:17.095033     ,0.878       ,0.880       ,18.636      ,16.160      ,16.153      ,16.155      ,-0.001      ,-0.000      ,-0.000      ,0.000       ,-0.000      ,880.000     ,0.000       ,-0.001      ,16.153      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.000         
12:59:17.104766     ,0.878       ,0.880       ,18.636      ,16.180      ,16.156      ,16.155      ,0.002       ,0.001       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,0.002       ,16.156      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         
12:59:17.115006     ,0.878       ,0.880       ,18.636      ,16.180      ,16.160      ,16.155      ,0.005       ,0.002       ,0.000       ,0.000       ,0.001       ,880.000     ,0.000       ,0.005       ,16.160      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.001         
12:59:17.124693     ,0.878       ,0.880       ,18.636      ,16.160      ,16.157      ,16.155      ,0.002       ,0.001       ,0.000       ,-0.000      ,0.000       ,880.000     ,0.000       ,0.002       ,16.157      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
12:59:17.134968     ,0.878       ,0.880       ,18.636      ,16.160      ,16.159      ,16.155      ,0.005       ,0.001       ,0.000       ,0.000       ,0.001       ,880.000     ,0.000       ,0.005       ,16.159      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,-0.004        
12:59:17.144682     ,0.878       ,0.880       ,18.636      ,16.180      ,16.164      ,16.155      ,0.010       ,0.003       ,0.000       ,0.000       ,0.001       ,880.000     ,0.000       ,0.010       ,16.164      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.000         
12:59:17.154935     ,0.878       ,0.880       ,18.636      ,16.180      ,16.164      ,16.155      ,0.010       ,0.003       ,0.000       ,-0.000      ,0.001       ,880.000     ,0.000       ,0.010       ,16.164      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.000         
12:59:17.168415     ,0.881       ,0.880       ,18.636      ,16.160      ,16.160      ,16.155      ,0.006       ,0.002       ,0.000       ,-0.000      ,0.001       ,880.000     ,0.000       ,0.006       ,16.160      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,24235.762       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.001         ,0.000         
