Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:31:50.543082     ,0.879       ,0.880       ,20.159      ,14.260      ,14.260      ,14.300      ,-0.040      ,-0.041      ,0.000          ,0.000       ,-0.668      ,0.000       ,-0.030      ,880.000     ,0.000       ,-0.040      ,14.26000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,-0.030        ,-0.019        
17:31:50.552876     ,0.879       ,0.880       ,20.159      ,14.310      ,14.310      ,14.300      ,0.010       ,0.008       ,0.000          ,0.000       ,0.383       ,0.000       ,-0.020      ,880.000     ,0.000       ,0.010       ,14.31000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,-0.020        ,-0.019        
17:31:50.563058     ,0.879       ,0.880       ,20.159      ,14.440      ,14.440      ,14.300      ,0.140       ,0.135       ,0.000          ,0.000       ,2.911       ,0.000       ,-0.010      ,880.000     ,0.000       ,0.140       ,14.44000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,-0.010        ,-0.006        
17:31:50.573027     ,0.879       ,0.880       ,20.159      ,14.550      ,14.550      ,14.300      ,0.250       ,0.251       ,0.000          ,0.000       ,4.692       ,0.000       ,0.000       ,880.000     ,0.000       ,0.250       ,14.55000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.000         ,-0.011        
17:31:50.586241     ,0.881       ,0.880       ,20.159      ,14.740      ,14.740      ,14.300      ,0.440       ,0.442       ,0.000          ,0.000       ,7.612       ,0.000       ,0.010       ,880.000     ,0.000       ,0.440       ,14.74000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.010         ,0.006         
17:31:50.592806     ,0.881       ,0.880       ,20.159      ,14.770      ,14.770      ,14.300      ,0.470       ,0.484       ,0.000          ,0.000       ,6.982       ,0.000       ,0.020       ,880.000     ,0.000       ,0.470       ,14.77000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91406       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.020         ,0.008         
17:31:50.602804     ,0.881       ,0.880       ,20.159      ,14.660      ,14.660      ,14.300      ,0.360       ,0.379       ,0.000          ,0.000       ,3.530       ,0.000       ,0.030       ,880.000     ,0.000       ,0.360       ,14.66000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.030         ,0.028         
17:31:50.612919     ,0.881       ,0.880       ,20.159      ,14.630      ,14.630      ,14.300      ,0.330       ,0.339       ,0.000          ,0.000       ,2.073       ,0.000       ,0.040       ,880.000     ,0.000       ,0.330       ,14.63000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.040         ,0.029         
17:31:50.622823     ,0.881       ,0.880       ,20.159      ,14.500      ,14.500      ,14.300      ,0.200       ,0.210       ,0.000          ,0.000       ,-0.881      ,0.000       ,0.050       ,880.000     ,0.000       ,0.200       ,14.50000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.050         ,0.048         
17:31:50.632821     ,0.881       ,0.880       ,20.159      ,14.420      ,14.420      ,14.300      ,0.120       ,0.122       ,0.000          ,0.000       ,-2.415      ,0.000       ,0.060       ,880.000     ,0.000       ,0.120       ,14.42000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.300         ,5.300         ,0.060         ,0.058         
17:31:50.642781     ,0.881       ,0.880       ,20.159      ,14.260      ,14.260      ,14.300      ,-0.040      ,-0.038      ,0.000          ,0.000       ,-5.088      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.040      ,14.26000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.310         ,5.310         ,0.050         ,0.050         
17:31:50.652854     ,0.881       ,0.880       ,20.159      ,14.220      ,14.220      ,14.300      ,-0.080      ,-0.088      ,0.000          ,0.000       ,-5.102      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.080      ,14.22000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.310         ,5.310         ,0.040         ,0.036         
17:31:50.662843     ,0.881       ,0.880       ,20.159      ,14.250      ,14.250      ,14.300      ,-0.050      ,-0.061      ,0.000          ,0.000       ,-3.593      ,0.000       ,0.030       ,880.000     ,0.000       ,-0.050      ,14.25000      ,2147483498    ,0.000           ,346.816       ,0.000               ,-0.000              ,0.000           ,25738.91602       ,0.00000               ,-0.000        ,5.310         ,5.310         ,0.030         ,0.029         
