Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
14:47:13.288067     ,0.049       ,0.049       ,0.836       ,20.970      ,20.966      ,20.969      ,-0.003      ,-0.056      ,-0.575      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.308262     ,0.049       ,0.049       ,0.836       ,20.960      ,20.964      ,20.969      ,-0.005      ,-0.047      ,-0.586      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.328227     ,0.049       ,0.049       ,0.836       ,20.960      ,20.966      ,20.969      ,-0.003      ,-0.043      ,-0.595      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.348185     ,0.049       ,0.049       ,0.836       ,20.970      ,20.967      ,20.969      ,-0.002      ,-0.036      ,-0.604      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.368133     ,0.049       ,0.049       ,0.836       ,20.960      ,20.957      ,20.969      ,-0.012      ,-0.032      ,-0.611      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.388131     ,0.051       ,0.049       ,0.836       ,20.970      ,20.970      ,20.969      ,0.002       ,-0.035      ,-0.617      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.408097     ,0.049       ,0.049       ,0.836       ,20.960      ,20.961      ,20.969      ,-0.007      ,-0.033      ,-0.624      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.428679     ,0.049       ,0.049       ,0.836       ,20.960      ,20.963      ,20.969      ,-0.005      ,-0.031      ,-0.631      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.449331     ,0.049       ,0.049       ,0.853       ,20.970      ,20.967      ,20.969      ,-0.001      ,-0.036      ,-0.637      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.470187     ,0.051       ,0.049       ,0.836       ,20.960      ,20.958      ,20.969      ,-0.011      ,-0.036      ,-0.644      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.490914     ,0.051       ,0.049       ,0.836       ,20.970      ,20.971      ,20.969      ,0.002       ,-0.044      ,-0.652      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.511500     ,0.049       ,0.049       ,0.853       ,20.980      ,20.975      ,20.969      ,0.006       ,-0.044      ,-0.661      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.532307     ,0.051       ,0.049       ,0.853       ,20.970      ,20.968      ,20.969      ,-0.000      ,-0.036      ,-0.669      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.553366     ,0.051       ,0.049       ,0.853       ,20.970      ,20.975      ,20.969      ,0.006       ,-0.033      ,-0.676      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.574265     ,0.049       ,0.049       ,0.853       ,20.970      ,20.972      ,20.969      ,0.003       ,-0.023      ,-0.682      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.593794     ,0.049       ,0.049       ,0.853       ,20.970      ,20.969      ,20.969      ,0.000       ,-0.019      ,-0.687      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.614664     ,0.049       ,0.049       ,0.885       ,20.980      ,20.976      ,20.969      ,0.007       ,-0.017      ,-0.690      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.635715     ,0.051       ,0.049       ,0.836       ,20.970      ,20.969      ,20.969      ,0.001       ,-0.009      ,-0.693      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.656773     ,0.051       ,0.049       ,0.836       ,20.980      ,20.982      ,20.969      ,0.013       ,-0.006      ,-0.695      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.668210     ,0.049       ,0.049       ,0.853       ,20.970      ,20.971      ,20.969      ,0.002       ,0.003       ,-0.696      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.688147     ,0.049       ,0.049       ,0.853       ,20.980      ,20.980      ,20.969      ,0.011       ,0.013       ,-0.694      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.708087     ,0.049       ,0.049       ,0.853       ,20.980      ,20.977      ,20.969      ,0.008       ,0.019       ,-0.692      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.728294     ,0.051       ,0.049       ,0.836       ,20.980      ,20.979      ,20.969      ,0.011       ,0.029       ,-0.687      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.748235     ,0.051       ,0.049       ,0.836       ,20.980      ,20.981      ,20.969      ,0.013       ,0.040       ,-0.681      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.768196     ,0.051       ,0.049       ,0.836       ,20.980      ,20.981      ,20.969      ,0.012       ,0.049       ,-0.673      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.788143     ,0.049       ,0.049       ,0.836       ,21.000      ,20.994      ,20.969      ,0.025       ,0.064       ,-0.662      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.808107     ,0.051       ,0.049       ,0.836       ,20.980      ,20.978      ,20.969      ,0.010       ,0.079       ,-0.649      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.828102     ,0.051       ,0.049       ,0.836       ,20.980      ,20.988      ,20.969      ,0.020       ,0.081       ,-0.633      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.848229     ,0.051       ,0.049       ,0.836       ,20.970      ,20.976      ,20.969      ,0.007       ,0.094       ,-0.616      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.868206     ,0.049       ,0.050       ,0.836       ,20.980      ,20.978      ,20.969      ,0.010       ,0.095       ,-0.597      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.888124     ,0.049       ,0.050       ,0.836       ,20.980      ,20.974      ,20.969      ,0.006       ,0.100       ,-0.578      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.908118     ,0.051       ,0.050       ,0.869       ,20.980      ,20.979      ,20.969      ,0.011       ,0.103       ,-0.557      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.928281     ,0.051       ,0.050       ,0.869       ,20.970      ,20.975      ,20.969      ,0.007       ,0.105       ,-0.537      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.948269     ,0.051       ,0.050       ,0.836       ,20.970      ,20.975      ,20.969      ,0.006       ,0.109       ,-0.515      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.969380     ,0.051       ,0.050       ,0.836       ,20.980      ,20.976      ,20.969      ,0.008       ,0.105       ,-0.494      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:13.990359     ,0.051       ,0.050       ,0.836       ,20.980      ,20.974      ,20.969      ,0.006       ,0.108       ,-0.473      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:14.010052     ,0.051       ,0.050       ,0.836       ,20.970      ,20.973      ,20.969      ,0.004       ,0.105       ,-0.451      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:14.029808     ,0.051       ,0.050       ,0.836       ,21.000      ,20.997      ,20.969      ,0.029       ,0.102       ,-0.430      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:14.050821     ,0.051       ,0.050       ,0.853       ,20.980      ,20.975      ,20.969      ,0.007       ,0.114       ,-0.409      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:14.070830     ,0.051       ,0.050       ,0.853       ,20.970      ,20.979      ,20.969      ,0.010       ,0.110       ,-0.387      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
14:47:14.090568     ,0.051       ,0.050       ,0.853       ,21.020      ,21.012      ,20.969      ,0.044       ,0.109       ,-0.365      ,-0.00054      ,2147483426    ,340.488         ,0.000         ,-0.000              ,0.000               ,-1667.199       ,0.00000           ,0.00000               
