Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:41:07.056826     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.076809     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.097213     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.118035     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.138859     ,0.000       ,0.000       ,0.000       ,5.280       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.159853     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.180707     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.201684     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.222614     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.243414     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
10:41:07.264162     ,0.000       ,0.000       ,0.000       ,5.270       ,0.000       ,0.000       ,-0.00008      ,2             ,0.176           ,0.000         ,-0.000              ,0.000               ,-2954.487       ,0.00000           ,0.00000               
