Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:07:21.059175     ,0.878       ,0.880       ,21.059      ,14.490      ,14.490      ,14.329      ,0.151       ,250.000     ,2.000          ,-47.134     ,0.094       ,3.910       ,0.100       ,880.000     ,0.000       ,0.151       ,14.48000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,-0.000          ,24986.53516       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.100         ,0.095         
17:07:21.067287     ,0.878       ,0.880       ,21.059      ,14.490      ,14.490      ,14.329      ,0.161       ,250.000     ,2.000          ,-62.940     ,0.126       ,2.498       ,0.120       ,880.000     ,0.000       ,0.161       ,14.49000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,24986.53516       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.120         ,0.098         
17:07:21.077280     ,0.878       ,0.880       ,21.059      ,14.450      ,14.450      ,14.329      ,0.161       ,250.000     ,2.000          ,-67.237     ,0.134       ,1.937       ,0.130       ,880.000     ,0.000       ,0.161       ,14.49000      ,2             ,0.000           ,0.176         ,0.000               ,-0.000              ,0.001           ,24986.53516       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.130         ,0.108         
17:07:21.087296     ,0.878       ,0.880       ,21.059      ,14.400      ,14.400      ,14.329      ,0.121       ,250.000     ,1.000          ,-28.833     ,0.115       ,0.491       ,0.140       ,880.000     ,0.000       ,0.121       ,14.45000      ,3             ,0.000           ,0.264         ,0.000               ,-0.000              ,0.001           ,24986.53516       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.140         ,0.119         
17:07:21.097271     ,0.878       ,0.880       ,21.059      ,14.370      ,14.370      ,14.329      ,0.071       ,250.000     ,1.000          ,-21.279     ,0.085       ,-0.820      ,0.150       ,880.000     ,0.000       ,0.071       ,14.40000      ,3             ,0.000           ,0.264         ,0.000               ,-0.000              ,0.002           ,24986.53516       ,-0.00767              ,-0.001        ,5.220         ,5.220         ,0.150         ,0.128         
17:07:21.107278     ,0.878       ,0.880       ,21.059      ,14.370      ,14.370      ,14.329      ,0.041       ,250.000     ,1.000          ,-15.726     ,0.063       ,-1.286      ,0.160       ,880.000     ,0.000       ,0.041       ,14.37000      ,3             ,0.000           ,0.264         ,0.000               ,-0.000              ,0.002           ,24986.53516       ,0.00000               ,-0.001        ,5.220         ,5.220         ,0.160         ,0.150         
17:07:21.117281     ,0.878       ,0.880       ,21.059      ,14.340      ,14.340      ,14.329      ,0.041       ,250.000     ,1.000          ,-14.426     ,0.058       ,-0.885      ,0.170       ,880.000     ,0.000       ,0.041       ,14.37000      ,4             ,0.000           ,0.352         ,0.000               ,-0.000              ,0.002           ,24986.53516       ,0.00000               ,-0.001        ,5.220         ,5.220         ,0.170         ,0.159         
17:07:21.139344     ,0.879       ,0.880       ,21.043      ,14.310      ,14.310      ,14.329      ,-0.019      ,250.000     ,1.000          ,-2.380      ,0.010       ,-1.719      ,0.190       ,880.000     ,0.000       ,-0.019      ,14.31000      ,5             ,0.000           ,0.439         ,0.600               ,-0.002              ,0.003           ,24986.53516       ,-0.00768              ,-0.001        ,5.220         ,5.220         ,0.190         ,0.179         
17:07:21.146362     ,0.879       ,0.880       ,21.043      ,14.310      ,14.310      ,14.329      ,-0.019      ,250.000     ,1.000          ,-2.380      ,0.010       ,-1.719      ,0.190       ,880.000     ,0.000       ,-0.019      ,14.31000      ,7             ,0.000           ,0.615         ,1.000               ,-0.003              ,0.004           ,24986.53711       ,-0.00767              ,-0.001        ,5.220         ,5.220         ,0.190         ,0.179         
17:07:21.147267     ,0.879       ,0.880       ,21.043      ,14.310      ,14.310      ,14.329      ,-0.019      ,250.000     ,1.000          ,-0.671      ,0.003       ,-1.210      ,0.180       ,880.000     ,0.000       ,-0.019      ,14.31000      ,7             ,0.000           ,0.615         ,1.000               ,-0.003              ,0.005           ,24986.53711       ,-0.00767              ,-0.002        ,5.220         ,5.220         ,0.180         ,0.179         
