Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
09:59:55.665911     ,0.000       ,0.000       ,5.300       ,5.306       ,-0.001      ,-0.00054      ,2147482011    ,216.123         ,32.000        ,-0.112              ,-0.109              ,-4143.118       ,0.00548           ,-0.00472              
09:59:55.685910     ,0.000       ,0.000       ,5.310       ,5.306       ,-0.001      ,-0.00046      ,2147482012    ,216.211         ,32.000        ,-0.112              ,-0.109              ,-4143.113       ,0.00548           ,-0.00472              
09:59:55.705907     ,0.000       ,0.000       ,5.310       ,5.306       ,-0.001      ,-0.00046      ,2147482012    ,216.211         ,25.000        ,-0.087              ,-0.109              ,-4143.124       ,0.00548           ,-0.00472              
09:59:55.725919     ,0.000       ,0.000       ,5.310       ,5.306       ,0.001       ,-0.00038      ,2147482013    ,216.299         ,16.000        ,-0.056              ,0.103               ,-4143.129       ,-0.00064          ,-0.00161              
09:59:55.745919     ,0.000       ,0.000       ,5.310       ,5.306       ,0.001       ,-0.00038      ,2147482013    ,216.299         ,11.000        ,-0.038              ,0.103               ,-4143.132       ,-0.00064          ,-0.00161              
09:59:55.765897     ,0.000       ,0.000       ,5.310       ,5.306       ,0.001       ,-0.00046      ,2147482012    ,216.211         ,6.000         ,-0.021              ,0.103               ,-4143.139       ,-0.00064          ,-0.00161              
09:59:55.785914     ,0.000       ,0.000       ,5.340       ,5.306       ,0.001       ,-0.00061      ,2147482010    ,216.035         ,1.000         ,-0.003              ,0.103               ,-4143.148       ,-0.00064          ,-0.00161              
09:59:55.805940     ,0.000       ,0.000       ,5.340       ,5.306       ,0.001       ,-0.00092      ,2147482006    ,215.684         ,-5.000        ,0.017               ,0.103               ,-4143.159       ,-0.00064          ,-0.00161              
09:59:55.825922     ,0.000       ,0.000       ,5.340       ,5.306       ,0.001       ,-0.00130      ,2147482001    ,215.244         ,-10.000       ,0.035               ,0.103               ,-4143.170       ,-0.00064          ,-0.00161              
09:59:55.845919     ,0.000       ,0.000       ,5.340       ,5.306       ,0.002       ,-0.00176      ,2147481995    ,214.717         ,-14.000       ,0.049               ,0.105               ,-4143.181       ,-0.00219          ,0.00025               
09:59:55.865916     ,0.000       ,0.000       ,5.340       ,5.306       ,0.002       ,-0.00245      ,2147481986    ,213.926         ,-17.000       ,0.059               ,0.105               ,-4143.189       ,-0.00219          ,0.00025               
09:59:55.885901     ,0.000       ,0.000       ,5.140       ,5.306       ,0.002       ,-0.00330      ,2147481975    ,212.959         ,-19.000       ,0.066               ,0.105               ,-4143.199       ,-0.00219          ,0.00025               
09:59:55.905961     ,0.000       ,0.000       ,5.140       ,5.306       ,0.002       ,-0.00445      ,2147481960    ,211.641         ,-20.000       ,0.070               ,0.105               ,-4143.208       ,-0.00219          ,0.00025               
09:59:55.925944     ,0.000       ,0.000       ,5.140       ,5.306       ,0.001       ,-0.00575      ,2147481943    ,210.146         ,-22.000       ,0.077               ,0.108               ,-4143.218       ,0.01141           ,0.00319               
09:59:55.945938     ,0.000       ,0.000       ,5.140       ,5.306       ,0.001       ,-0.00744      ,2147481921    ,208.213         ,-23.000       ,0.080               ,0.108               ,-4143.227       ,0.01141           ,0.00319               
09:59:55.965922     ,0.000       ,0.000       ,5.140       ,5.306       ,0.001       ,-0.00936      ,2147481896    ,206.016         ,-24.000       ,0.084               ,0.108               ,-4143.239       ,0.01141           ,0.00319               
09:59:55.985924     ,0.000       ,0.000       ,4.890       ,5.306       ,0.001       ,-0.01150      ,2147481868    ,203.555         ,-26.000       ,0.091               ,0.108               ,-4143.251       ,0.01141           ,0.00319               
09:59:56.005934     ,0.000       ,0.000       ,4.890       ,5.306       ,0.001       ,-0.01396      ,2147481836    ,200.742         ,-28.000       ,0.098               ,0.108               ,-4143.262       ,0.01141           ,0.00319               
09:59:56.025922     ,0.000       ,0.000       ,4.890       ,5.306       ,0.001       ,-0.01672      ,2147481800    ,197.578         ,-29.000       ,0.101               ,0.108               ,-4143.272       ,0.01141           ,0.00319               
09:59:56.045928     ,0.000       ,0.000       ,4.890       ,5.306       ,0.012       ,-0.01963      ,2147481762    ,194.238         ,-29.000       ,0.101               ,0.119               ,-4143.284       ,0.05698           ,0.01421               
09:59:56.065947     ,0.000       ,0.000       ,4.890       ,5.306       ,0.012       ,-0.02278      ,2147481721    ,190.635         ,-31.000       ,0.108               ,0.119               ,-4143.298       ,0.05698           ,0.01421               
09:59:56.085926     ,0.000       ,0.000       ,4.850       ,5.306       ,0.012       ,-0.02615      ,2147481677    ,186.768         ,-33.000       ,0.115               ,0.119               ,-4143.313       ,0.05698           ,0.01421               
09:59:56.105936     ,0.000       ,0.000       ,4.850       ,5.306       ,0.034       ,-0.02968      ,2147481631    ,182.725         ,-35.000       ,0.122               ,0.141               ,-4143.326       ,0.11569           ,0.03625               
