Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:42:46.781018     ,0.879       ,0.880       ,19.078      ,14.300      ,14.300      ,14.251      ,-0.101      ,-0.095      ,0.000          ,0.000       ,-0.664      ,0.000       ,-0.033      ,880.000     ,0.000       ,-0.101      ,14.15000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.220         ,5.220         ,-0.033        ,-0.023        
18:42:46.801541     ,0.879       ,0.880       ,19.078      ,14.380      ,14.380      ,14.251      ,0.049       ,0.049       ,0.000          ,0.000       ,1.648       ,0.000       ,-0.023      ,880.000     ,0.000       ,0.049       ,14.30000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.210         ,5.210         ,-0.023        ,-0.034        
18:42:46.813560     ,0.881       ,0.880       ,19.111      ,14.420      ,14.420      ,14.251      ,0.169       ,0.162       ,0.000          ,0.000       ,4.190       ,0.000       ,-0.013      ,880.000     ,0.000       ,0.169       ,14.42000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.210         ,5.210         ,-0.013        ,-0.025        
18:42:46.830045     ,0.881       ,0.880       ,19.111      ,14.240      ,14.240      ,14.251      ,-0.011      ,-0.009      ,0.000          ,0.000       ,1.283       ,0.000       ,-0.003      ,880.000     ,0.000       ,-0.011      ,14.24000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.200         ,5.200         ,-0.003        ,-0.014        
18:42:46.840054     ,0.881       ,0.880       ,19.111      ,14.220      ,14.220      ,14.251      ,-0.031      ,-0.029      ,0.000          ,0.000       ,0.821       ,0.000       ,-0.011      ,880.000     ,0.000       ,-0.031      ,14.22000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.200         ,5.200         ,-0.011        ,-0.001        
18:42:46.850024     ,0.881       ,0.880       ,19.111      ,14.270      ,14.270      ,14.251      ,0.019       ,0.019       ,0.000          ,0.000       ,1.613       ,0.000       ,-0.001      ,880.000     ,0.000       ,0.019       ,14.27000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.200         ,5.200         ,-0.001        ,-0.008        
18:42:46.860050     ,0.881       ,0.880       ,19.111      ,14.510      ,14.510      ,14.251      ,0.259       ,0.249       ,0.000          ,0.000       ,6.316       ,0.000       ,0.009       ,880.000     ,0.000       ,0.259       ,14.51000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.200         ,5.200         ,0.009         ,-0.011        
18:42:46.870056     ,0.881       ,0.880       ,19.111      ,14.570      ,14.570      ,14.251      ,0.319       ,0.316       ,0.000          ,0.000       ,7.735       ,0.000       ,0.019       ,880.000     ,0.000       ,0.319       ,14.57000      ,2147483644    ,-0.000          ,359.648       ,0.000               ,-0.000              ,-0.000          ,25691.26367       ,0.00000               ,0.000         ,5.190         ,5.190         ,0.019         ,-0.003        
18:42:46.880029     ,0.881       ,0.880       ,19.111      ,14.560      ,14.560      ,14.251      ,0.309       ,0.312       ,0.000          ,0.000       ,7.445       ,0.000       ,0.029       ,880.000     ,0.000       ,0.309       ,14.56000      ,2147483645    ,-0.000          ,359.736       ,0.000               ,-0.000              ,0.000           ,25691.26367       ,-0.00767              ,-0.000        ,5.190         ,5.190         ,0.029         ,0.014         
18:42:46.890030     ,0.881       ,0.880       ,19.111      ,14.500      ,14.500      ,14.251      ,0.309       ,0.311       ,0.000          ,0.000       ,7.280       ,0.000       ,0.039       ,880.000     ,0.000       ,0.309       ,14.56000      ,2147483645    ,-0.000          ,359.736       ,0.000               ,-0.000              ,0.001           ,25691.26367       ,-0.00767              ,-0.000        ,5.190         ,5.190         ,0.039         ,0.025         
