Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
10:03:29.653094     ,0.799       ,0.880       ,17.080      ,16.150      ,16.141      ,16.160      ,-0.020      ,-0.010      ,0.001       ,0.000       ,-0.009      ,880.000     ,-0.020      ,16.140      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
10:03:29.662029     ,0.799       ,0.880       ,17.080      ,16.150      ,16.141      ,16.160      ,-0.019      ,-0.009      ,0.001       ,-0.000      ,-0.009      ,880.000     ,-0.019      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
10:03:29.672031     ,0.803       ,0.880       ,17.097      ,16.150      ,16.141      ,16.160      ,-0.019      ,-0.010      ,0.001       ,-0.000      ,-0.009      ,880.000     ,-0.019      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.017         
10:03:29.682021     ,0.801       ,0.880       ,17.080      ,16.150      ,16.142      ,16.160      ,-0.019      ,-0.009      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.019      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.002         ,0.017         
10:03:29.692022     ,0.801       ,0.880       ,17.080      ,16.160      ,16.142      ,16.160      ,-0.019      ,-0.009      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.019      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.001        ,-0.005        
10:03:29.707668     ,0.803       ,0.880       ,17.048      ,16.150      ,16.141      ,16.160      ,-0.019      ,-0.009      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.019      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
10:03:29.712015     ,0.803       ,0.880       ,17.048      ,16.150      ,16.142      ,16.160      ,-0.019      ,-0.009      ,0.001       ,-0.000      ,-0.009      ,880.000     ,-0.019      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
10:03:29.725207     ,0.799       ,0.880       ,17.048      ,16.150      ,16.142      ,16.160      ,-0.019      ,-0.009      ,0.001       ,0.000       ,-0.009      ,880.000     ,-0.019      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
10:03:29.732039     ,0.799       ,0.880       ,17.048      ,16.150      ,16.143      ,16.160      ,-0.019      ,-0.009      ,0.001       ,0.000       ,-0.009      ,880.000     ,-0.019      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.001        
10:03:29.744849     ,0.799       ,0.880       ,17.097      ,16.140      ,16.141      ,16.160      ,-0.017      ,-0.008      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.017      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.004         
10:03:29.752019     ,0.801       ,0.880       ,17.064      ,16.150      ,16.142      ,16.160      ,-0.019      ,-0.010      ,0.001       ,-0.000      ,-0.009      ,880.000     ,-0.019      ,16.141      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.004         
10:03:29.763279     ,0.801       ,0.880       ,17.064      ,16.160      ,16.143      ,16.160      ,-0.018      ,-0.009      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.018      ,16.142      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.004        
10:03:29.772042     ,0.801       ,0.880       ,17.064      ,16.160      ,16.144      ,16.160      ,-0.017      ,-0.008      ,0.001       ,0.000       ,-0.008      ,880.000     ,-0.017      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.004        
10:03:29.782038     ,0.801       ,0.880       ,17.064      ,16.150      ,16.142      ,16.160      ,-0.017      ,-0.008      ,0.001       ,-0.000      ,-0.008      ,880.000     ,-0.017      ,16.144      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
10:03:29.792044     ,0.801       ,0.880       ,17.064      ,16.150      ,16.143      ,16.160      ,-0.017      ,-0.008      ,0.001       ,-0.000      ,-0.008      ,880.000     ,-0.017      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
10:03:29.802036     ,0.801       ,0.880       ,17.064      ,16.150      ,16.143      ,16.160      ,-0.017      ,-0.008      ,0.001       ,-0.000      ,-0.008      ,880.000     ,-0.017      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
10:03:29.818169     ,0.803       ,0.880       ,17.080      ,16.160      ,16.144      ,16.160      ,-0.017      ,-0.008      ,0.001       ,-0.000      ,-0.008      ,880.000     ,-0.017      ,16.143      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
10:03:29.822043     ,0.803       ,0.880       ,17.080      ,16.160      ,16.145      ,16.160      ,-0.016      ,-0.008      ,0.001       ,0.000       ,-0.007      ,880.000     ,-0.016      ,16.144      ,0.00000       ,2147483646    ,359.824         ,0.000         ,-0.000              ,-0.000              ,23921.961       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.003        
