Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:31:19.104042     ,0.879       ,0.880       ,19.144      ,16.180      ,16.162      ,16.168      ,-0.006      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.006      ,16.162      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
16:31:19.108165     ,0.879       ,0.880       ,19.144      ,16.180      ,16.162      ,16.168      ,-0.007      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.007      ,16.162      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
16:31:19.118144     ,0.879       ,0.880       ,19.144      ,16.180      ,16.167      ,16.168      ,-0.001      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.001      ,16.167      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
16:31:19.128156     ,0.879       ,0.880       ,19.144      ,16.180      ,16.171      ,16.168      ,0.002       ,0.000       ,-0.000      ,-0.000      ,-0.000      ,880.000     ,0.000       ,0.002       ,16.171      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
16:31:19.144683     ,0.879       ,0.880       ,19.144      ,16.160      ,16.167      ,16.168      ,-0.002      ,0.000       ,-0.000      ,-0.000      ,-0.000      ,880.000     ,0.000       ,-0.002      ,16.167      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,0.001         
16:31:19.151688     ,0.879       ,0.880       ,19.127      ,16.180      ,16.168      ,16.168      ,-0.001      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.001      ,16.168      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
16:31:19.164575     ,0.879       ,0.880       ,19.127      ,16.160      ,16.165      ,16.168      ,-0.003      ,0.000       ,-0.000      ,-0.000      ,-0.000      ,880.000     ,0.000       ,-0.003      ,16.165      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,-0.000        ,-0.000        
16:31:19.168142     ,0.879       ,0.880       ,19.127      ,16.180      ,16.166      ,16.168      ,-0.003      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.003      ,16.166      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
16:31:19.184592     ,0.879       ,0.880       ,19.127      ,16.180      ,16.165      ,16.168      ,-0.003      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.003      ,16.165      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.017         
16:31:19.188194     ,0.879       ,0.880       ,19.127      ,16.180      ,16.168      ,16.168      ,-0.001      ,0.000       ,-0.000      ,0.000       ,0.000       ,880.000     ,0.000       ,-0.001      ,16.168      ,0.00000       ,0             ,0.000           ,0.000         ,-0.000              ,-0.000              ,23922.098       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.017         
