Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
11:14:20.797846     ,0.051       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.817730     ,0.051       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.837811     ,0.051       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.857806     ,0.049       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.877844     ,0.049       ,0.000       ,0.885       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.897715     ,0.049       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.917857     ,0.051       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.937853     ,0.051       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.957911     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.977912     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:20.997862     ,0.049       ,0.000       ,0.885       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.017797     ,0.049       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.037670     ,0.049       ,0.000       ,0.885       ,5.240       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.057830     ,0.049       ,0.000       ,0.885       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.077874     ,0.051       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.097783     ,0.051       ,0.000       ,0.885       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.117916     ,0.051       ,0.000       ,0.902       ,5.220       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
11:14:21.137697     ,0.051       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.02623       ,343           ,30.146          ,30.000        ,-0.105              ,0.000               ,-2939.010       ,0.00000           ,0.00000               
