Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:54:24.125524     ,0.000       ,0.900       ,0.000       ,12.680      ,12.665      ,-0.017      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.145513     ,0.000       ,0.900       ,0.000       ,12.680      ,12.665      ,-0.016      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.165498     ,0.000       ,0.900       ,0.000       ,12.690      ,12.665      ,-0.015      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.185499     ,0.000       ,0.900       ,0.000       ,12.710      ,12.665      ,-0.013      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.205511     ,0.000       ,0.900       ,0.000       ,12.690      ,12.665      ,-0.014      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.225539     ,0.000       ,0.900       ,0.000       ,12.620      ,12.665      ,-0.011      ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.245494     ,0.000       ,0.900       ,0.000       ,12.550      ,12.665      ,0.000       ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.265510     ,0.000       ,0.900       ,0.000       ,12.530      ,12.665      ,0.017       ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.285496     ,0.000       ,0.900       ,0.000       ,12.480      ,12.665      ,0.039       ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
15:54:24.305513     ,0.000       ,0.900       ,0.000       ,12.400      ,12.665      ,0.070       ,0.00000       ,2147476119    ,58.271          ,0.000         ,-0.000              ,0.000               ,-2532.255       ,0.00000           ,0.00000               
