Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:33:53.172445     ,0.883       ,0.880       ,21.534      ,14.380      ,14.380      ,14.328      ,0.052       ,0.058       ,0.000          ,0.000       ,0.422       ,0.000       ,0.019       ,880.000     ,0.000       ,0.052       ,14.38000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.019         ,0.005         
17:33:53.185828     ,0.881       ,0.880       ,21.518      ,14.220      ,14.220      ,14.328      ,-0.108      ,-0.101      ,0.000          ,0.000       ,-2.785      ,0.000       ,0.009       ,880.000     ,0.000       ,-0.108      ,14.22000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.009         ,0.009         
17:33:53.201030     ,0.881       ,0.880       ,21.518      ,14.200      ,14.200      ,14.328      ,-0.108      ,-0.101      ,0.000          ,0.000       ,-2.785      ,0.000       ,0.009       ,880.000     ,0.000       ,-0.108      ,14.22000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.290         ,5.290         ,0.009         ,0.005         
17:33:53.210198     ,0.881       ,0.880       ,21.518      ,14.260      ,14.260      ,14.328      ,-0.148      ,-0.151      ,0.000          ,0.000       ,-3.280      ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.148      ,14.18000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.280         ,5.280         ,-0.001        ,0.001         
17:33:53.220245     ,0.881       ,0.880       ,21.518      ,14.400      ,14.400      ,14.328      ,-0.068      ,-0.077      ,0.000          ,0.000       ,-1.195      ,0.000       ,-0.011      ,880.000     ,0.000       ,-0.068      ,14.26000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.270         ,5.270         ,-0.011        ,-0.009        
17:33:53.241335     ,0.881       ,0.880       ,21.518      ,14.490      ,14.490      ,14.328      ,0.122       ,0.112       ,0.000          ,0.000       ,2.787       ,0.000       ,-0.001      ,880.000     ,0.000       ,0.122       ,14.45000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.260         ,5.260         ,-0.001        ,0.000         
17:33:53.252487     ,0.881       ,0.880       ,21.518      ,14.450      ,14.450      ,14.328      ,0.162       ,0.165       ,0.000          ,0.000       ,3.337       ,0.000       ,0.009       ,880.000     ,0.000       ,0.162       ,14.49000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.009         ,0.005         
17:33:53.270253     ,0.881       ,0.880       ,21.518      ,14.340      ,14.340      ,14.328      ,0.012       ,0.021       ,0.000          ,0.000       ,-0.535      ,0.000       ,0.029       ,880.000     ,0.000       ,0.012       ,14.34000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.029         ,0.018         
17:33:53.282359     ,0.881       ,0.880       ,21.518      ,14.270      ,14.270      ,14.328      ,-0.048      ,-0.046      ,0.000          ,0.000       ,-1.747      ,0.000       ,0.019       ,880.000     ,0.000       ,-0.048      ,14.28000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.019         ,0.018         
17:33:53.297385     ,0.881       ,0.880       ,21.518      ,14.300      ,14.300      ,14.328      ,-0.028      ,-0.032      ,0.000          ,0.000       ,-0.863      ,0.000       ,-0.001      ,880.000     ,0.000       ,-0.028      ,14.30000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.240         ,5.240         ,-0.001        ,0.011         
17:33:53.311266     ,0.881       ,0.880       ,21.518      ,14.450      ,14.450      ,14.328      ,0.062       ,0.057       ,0.000          ,0.000       ,1.048       ,0.000       ,0.009       ,880.000     ,0.000       ,0.062       ,14.39000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.240         ,5.240         ,0.019         ,0.000         
17:33:53.324785     ,0.881       ,0.880       ,21.534      ,14.510      ,14.510      ,14.328      ,0.182       ,0.184       ,0.000          ,0.000       ,3.028       ,0.000       ,0.029       ,880.000     ,0.000       ,0.182       ,14.51000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.220         ,5.220         ,0.029         ,0.025         
17:33:53.340149     ,0.881       ,0.880       ,21.534      ,14.360      ,14.360      ,14.328      ,0.162       ,0.169       ,0.000          ,0.000       ,2.170       ,0.000       ,0.039       ,880.000     ,0.000       ,0.162       ,14.49000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.260         ,5.260         ,0.049         ,0.039         
17:33:53.350168     ,0.881       ,0.880       ,21.534      ,14.300      ,14.300      ,14.328      ,-0.028      ,-0.027      ,0.000          ,0.000       ,-1.931      ,0.000       ,0.039       ,880.000     ,0.000       ,-0.028      ,14.30000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.260         ,5.260         ,0.039         ,0.047         
17:33:53.352266     ,0.881       ,0.880       ,21.534      ,14.300      ,14.300      ,14.328      ,-0.028      ,-0.027      ,0.000          ,0.000       ,-1.931      ,0.000       ,0.039       ,880.000     ,0.000       ,-0.028      ,14.30000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.260         ,5.260         ,0.039         ,0.047         
17:33:53.370302     ,0.881       ,0.880       ,21.534      ,14.250      ,14.250      ,14.328      ,-0.078      ,-0.086      ,0.000          ,0.000       ,-2.133      ,0.000       ,0.019       ,880.000     ,0.000       ,-0.078      ,14.25000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.019         ,0.028         
17:33:53.381199     ,0.881       ,0.880       ,21.534      ,14.500      ,14.500      ,14.328      ,-0.078      ,-0.086      ,0.000          ,0.000       ,-2.133      ,0.000       ,0.019       ,880.000     ,0.000       ,-0.078      ,14.25000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.019         ,0.017         
17:33:53.397402     ,0.881       ,0.880       ,21.534      ,14.740      ,14.740      ,14.328      ,0.412       ,0.408       ,0.000          ,0.000       ,7.540       ,0.000       ,0.039       ,880.000     ,0.000       ,0.412       ,14.74000      ,2147473947    ,0.000           ,227.373       ,0.000               ,-0.000              ,0.000           ,25742.38867       ,0.00000               ,-0.000        ,5.270         ,5.270         ,0.039         ,0.029         
17:33:53.411202     ,0.881       ,0.880       ,21.534      ,14.860      ,14.860      ,14.328      ,0.532       ,0.558       ,0.000          ,0.000       ,5.672       ,0.000       ,0.059       ,880.000     ,0.000       ,0.532       ,14.86000      ,2147473949    ,0.000           ,227.549       ,0.000               ,-0.000              ,0.000           ,25742.39062       ,-0.00768              ,-0.000        ,5.270         ,5.270         ,0.059         ,0.038         
