Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
15:29:39.309414     ,0.883       ,0.000       ,18.914      ,6.660       ,6.660       ,6.660       ,0.000       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482190    ,0.243           ,231.855       ,89.800              ,-0.313              ,0.000           ,25743.03906       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
15:29:39.319434     ,0.883       ,0.000       ,18.914      ,6.710       ,6.710       ,6.685       ,0.025       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482234    ,0.246           ,235.723       ,90.000              ,-0.314              ,0.000           ,25743.05469       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
15:29:39.329353     ,0.883       ,0.000       ,18.914      ,6.730       ,6.730       ,6.700       ,0.030       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482279    ,0.249           ,239.678       ,90.400              ,-0.316              ,0.000           ,25743.06836       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.000         
15:29:39.341394     ,0.883       ,0.000       ,18.914      ,6.770       ,6.770       ,6.718       ,0.052       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482324    ,0.253           ,243.633       ,90.600              ,-0.316              ,0.000           ,25743.08398       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
15:29:39.349351     ,0.883       ,0.000       ,18.914      ,6.790       ,6.790       ,6.732       ,0.058       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482369    ,0.256           ,247.588       ,91.000              ,-0.318              ,0.000           ,25743.10156       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.001         
15:29:39.362571     ,0.883       ,0.000       ,18.914      ,6.790       ,6.790       ,6.742       ,0.048       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482414    ,0.260           ,251.543       ,91.200              ,-0.318              ,0.000           ,25743.11719       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
15:29:39.373918     ,0.876       ,0.000       ,18.931      ,6.790       ,6.790       ,6.749       ,0.041       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482459    ,0.263           ,255.498       ,91.800              ,-0.320              ,0.000           ,25743.13281       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
15:29:39.380435     ,0.876       ,0.000       ,18.931      ,6.790       ,6.790       ,6.754       ,0.036       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482505    ,0.267           ,259.541       ,92.000              ,-0.321              ,0.000           ,25743.14844       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
15:29:39.389605     ,0.876       ,0.000       ,18.931      ,6.830       ,6.830       ,6.762       ,0.068       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482550    ,0.270           ,263.496       ,92.000              ,-0.321              ,0.000           ,25743.16406       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,-0.001        
15:29:39.399498     ,0.876       ,0.000       ,18.931      ,6.810       ,6.810       ,6.767       ,0.043       ,0.000       ,0.000          ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,0.00000       ,2147482595    ,0.274           ,267.451       ,92.000              ,-0.321              ,0.000           ,25743.17969       ,0.00000               ,0.000         ,0.000         ,0.000         ,0.000         ,0.001         
