Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
11:44:17.319406     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.105              ,-4372.689       ,0.00000           ,-0.00000              
11:44:17.339470     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.105              ,-4372.683       ,0.00000           ,-0.00000              
11:44:17.359390     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,20.000        ,-0.070              ,-0.105              ,-4372.676       ,0.00000           ,-0.00000              
11:44:17.379388     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.105              ,-4372.667       ,0.00000           ,-0.00000              
11:44:17.399454     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,22.000        ,-0.077              ,-0.105              ,-4372.658       ,0.00000           ,-0.00000              
11:44:17.419387     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.649       ,0.00000           ,-0.00000              
11:44:17.439388     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.642       ,0.00000           ,-0.00000              
11:44:17.459428     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.634       ,0.00000           ,-0.00000              
11:44:17.479384     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.626       ,0.00000           ,-0.00000              
11:44:17.499389     ,0.000       ,0.000       ,5.300       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.618       ,0.00000           ,-0.00000              
11:44:17.519384     ,0.000       ,0.000       ,5.280       ,5.280       ,-0.012      ,0.00276       ,19            ,1.670           ,24.000        ,-0.084              ,-0.105              ,-4372.608       ,0.00000           ,-0.00000              
11:44:17.539387     ,0.000       ,0.000       ,5.280       ,5.280       ,-0.009      ,0.00276       ,19            ,1.670           ,24.000        ,-0.084              ,-0.105              ,-4372.600       ,0.00000           ,-0.00000              
11:44:17.559386     ,0.000       ,0.000       ,5.280       ,5.280       ,-0.007      ,0.00276       ,19            ,1.670           ,25.000        ,-0.087              ,-0.105              ,-4372.592       ,0.00000           ,-0.00000              
11:44:17.579417     ,0.000       ,0.000       ,5.280       ,5.280       ,-0.005      ,0.00276       ,19            ,1.670           ,24.000        ,-0.084              ,-0.105              ,-4372.585       ,0.00000           ,-0.00000              
11:44:17.599390     ,0.000       ,0.000       ,5.280       ,5.280       ,-0.002      ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.105              ,-4372.580       ,0.00000           ,-0.00000              
11:44:17.619383     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,22.000        ,-0.077              ,-0.000              ,-4372.574       ,0.00000           ,-0.00000              
11:44:17.639386     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.000              ,-4372.567       ,0.00000           ,-0.00000              
11:44:17.659453     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.000              ,-4372.561       ,0.00000           ,-0.00000              
11:44:17.679408     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.000              ,-4372.553       ,0.00000           ,-0.00000              
11:44:17.699390     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,21.000        ,-0.073              ,-0.000              ,-4372.545       ,0.00000           ,-0.00000              
11:44:17.719435     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,22.000        ,-0.077              ,-0.000              ,-4372.537       ,0.00000           ,-0.00000              
11:44:17.739427     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.000              ,-4372.528       ,0.00000           ,-0.00000              
11:44:17.759391     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.000              ,-4372.521       ,0.00000           ,-0.00000              
11:44:17.779437     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.000              ,-4372.514       ,0.00000           ,-0.00000              
11:44:17.799386     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,22.000        ,-0.077              ,-0.000              ,-4372.507       ,0.00000           ,-0.00000              
11:44:17.819384     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,22.000        ,-0.077              ,-0.000              ,-4372.500       ,0.00000           ,-0.00000              
11:44:17.839435     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,23.000        ,-0.080              ,-0.000              ,-4372.490       ,0.00000           ,-0.00000              
11:44:17.859425     ,0.000       ,0.000       ,5.280       ,5.280       ,0.000       ,0.00276       ,19            ,1.670           ,24.000        ,-0.084              ,-0.000              ,-4372.481       ,0.00000           ,-0.00000              
