Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
11:27:14.103231     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.400        ,-0.099              ,0.000               ,-2824.675       ,0.00000           ,0.00000               
11:27:14.123242     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.000        ,-0.098              ,0.000               ,-2824.663       ,0.00000           ,0.00000               
11:27:14.143224     ,0.049       ,0.000       ,0.853       ,5.240       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.200        ,-0.098              ,0.000               ,-2824.651       ,0.00000           ,0.00000               
11:27:14.163671     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,29.000        ,-0.101              ,0.000               ,-2824.639       ,0.00000           ,0.00000               
11:27:14.184336     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.200        ,-0.105              ,0.000               ,-2824.629       ,0.00000           ,0.00000               
11:27:14.204839     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.000        ,-0.108              ,0.000               ,-2824.618       ,0.00000           ,0.00000               
11:27:14.225472     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.200        ,-0.109              ,0.000               ,-2824.607       ,0.00000           ,0.00000               
11:27:14.246140     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.600        ,-0.110              ,0.000               ,-2824.596       ,0.00000           ,0.00000               
11:27:14.267005     ,0.049       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,32.000        ,-0.112              ,0.000               ,-2824.586       ,0.00000           ,0.00000               
11:27:14.287633     ,0.051       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.800        ,-0.111              ,0.000               ,-2824.577       ,0.00000           ,0.00000               
11:27:14.308318     ,0.051       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.200        ,-0.109              ,0.000               ,-2824.570       ,0.00000           ,0.00000               
11:27:14.327899     ,0.051       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.200        ,-0.105              ,0.000               ,-2824.562       ,0.00000           ,0.00000               
11:27:14.347810     ,0.051       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,29.200        ,-0.102              ,0.000               ,-2824.552       ,0.00000           ,0.00000               
11:27:14.368678     ,0.051       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.600        ,-0.100              ,0.000               ,-2824.540       ,0.00000           ,0.00000               
11:27:14.388465     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.800        ,-0.101              ,0.000               ,-2824.528       ,0.00000           ,0.00000               
11:27:14.409296     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,29.600        ,-0.103              ,0.000               ,-2824.518       ,0.00000           ,0.00000               
11:27:14.430331     ,0.049       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.000        ,-0.105              ,0.000               ,-2824.509       ,0.00000           ,0.00000               
11:27:14.451390     ,0.047       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.000        ,-0.105              ,0.000               ,-2824.494       ,0.00000           ,0.00000               
11:27:14.463236     ,0.051       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.000        ,-0.105              ,0.000               ,-2824.488       ,0.00000           ,0.00000               
11:27:14.483243     ,0.051       ,0.000       ,0.836       ,5.240       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.000        ,-0.105              ,0.000               ,-2824.477       ,0.00000           ,0.00000               
11:27:14.503237     ,0.049       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.400        ,-0.106              ,0.000               ,-2824.468       ,0.00000           ,0.00000               
11:27:14.523241     ,0.049       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.800        ,-0.108              ,0.000               ,-2824.460       ,0.00000           ,0.00000               
11:27:14.543241     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.600        ,-0.107              ,0.000               ,-2824.452       ,0.00000           ,0.00000               
11:27:14.563235     ,0.051       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,29.800        ,-0.104              ,0.000               ,-2824.443       ,0.00000           ,0.00000               
11:27:14.583248     ,0.053       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.800        ,-0.101              ,0.000               ,-2824.433       ,0.00000           ,0.00000               
11:27:14.603293     ,0.053       ,0.000       ,0.885       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.200        ,-0.098              ,0.000               ,-2824.423       ,0.00000           ,0.00000               
11:27:14.623255     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,28.400        ,-0.099              ,0.000               ,-2824.411       ,0.00000           ,0.00000               
11:27:14.643279     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,29.200        ,-0.102              ,0.000               ,-2824.399       ,0.00000           ,0.00000               
11:27:14.663257     ,0.049       ,0.000       ,0.820       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.200        ,-0.105              ,0.000               ,-2824.388       ,0.00000           ,0.00000               
11:27:14.683252     ,0.049       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.200        ,-0.109              ,0.000               ,-2824.377       ,0.00000           ,0.00000               
11:27:14.703273     ,0.049       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.800        ,-0.111              ,0.000               ,-2824.365       ,0.00000           ,0.00000               
11:27:14.723915     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,32.200        ,-0.112              ,0.000               ,-2824.354       ,0.00000           ,0.00000               
11:27:14.746356     ,0.049       ,0.000       ,0.853       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,32.400        ,-0.113              ,0.000               ,-2824.345       ,0.00000           ,0.00000               
11:27:14.768755     ,0.049       ,0.000       ,0.853       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,32.200        ,-0.112              ,0.000               ,-2824.336       ,0.00000           ,0.00000               
11:27:14.790137     ,0.049       ,0.000       ,0.836       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,31.400        ,-0.110              ,0.000               ,-2824.325       ,0.00000           ,0.00000               
11:27:14.811512     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.800        ,-0.108              ,0.000               ,-2824.312       ,0.00000           ,0.00000               
11:27:14.823261     ,0.049       ,0.000       ,0.836       ,5.210       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.400        ,-0.106              ,0.000               ,-2824.308       ,0.00000           ,0.00000               
11:27:14.843244     ,0.051       ,0.000       ,0.869       ,5.220       ,0.000       ,0.000       ,0.03198       ,2147482526    ,261.387         ,30.000        ,-0.105              ,0.000               ,-2824.298       ,0.00000           ,0.00000               
