Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:39:25.371210     ,0.803       ,0.880       ,16.982      ,16.200      ,16.186      ,16.184      ,0.004       ,0.000       ,-0.000      ,-0.016      ,-0.047      ,880.000     ,0.004       ,16.188      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,-0.005        
09:39:25.375913     ,0.803       ,0.880       ,16.982      ,16.190      ,16.186      ,16.184      ,0.004       ,0.000       ,-0.000      ,-0.016      ,-0.047      ,880.000     ,0.004       ,16.188      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,-0.005        
09:39:25.390172     ,0.803       ,0.880       ,16.966      ,16.200      ,16.188      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.028      ,-0.085      ,880.000     ,0.003       ,16.186      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.003        
09:39:25.395904     ,0.801       ,0.880       ,16.949      ,16.200      ,16.187      ,16.184      ,0.004       ,0.000       ,-0.000      ,-0.007      ,-0.021      ,880.000     ,0.004       ,16.188      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.003        
09:39:25.408881     ,0.803       ,0.880       ,16.982      ,16.190      ,16.187      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.037      ,-0.111      ,880.000     ,0.003       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.415952     ,0.803       ,0.880       ,16.966      ,16.200      ,16.187      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.016      ,-0.049      ,880.000     ,0.003       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.430701     ,0.799       ,0.880       ,16.949      ,16.190      ,16.187      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.016      ,-0.049      ,880.000     ,0.003       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.435923     ,0.799       ,0.880       ,16.949      ,16.200      ,16.187      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.020      ,-0.059      ,880.000     ,0.003       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.450493     ,0.803       ,0.880       ,16.966      ,16.190      ,16.186      ,16.184      ,0.004       ,0.000       ,-0.000      ,-0.024      ,-0.071      ,880.000     ,0.004       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.455983     ,0.801       ,0.880       ,16.966      ,16.190      ,16.187      ,16.184      ,0.002       ,0.000       ,-0.000      ,-0.027      ,-0.080      ,880.000     ,0.002       ,16.186      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.468122     ,0.799       ,0.880       ,16.949      ,16.190      ,16.185      ,16.184      ,0.003       ,0.000       ,-0.000      ,-0.005      ,-0.016      ,880.000     ,0.003       ,16.187      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.001         ,0.010         
09:39:25.475904     ,0.803       ,0.880       ,16.982      ,16.190      ,16.185      ,16.184      ,0.001       ,0.000       ,-0.000      ,-0.022      ,-0.065      ,880.000     ,0.001       ,16.185      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.001         ,0.010         
09:39:25.489135     ,0.799       ,0.880       ,16.949      ,16.190      ,16.183      ,16.184      ,0.001       ,0.000       ,-0.000      ,0.005       ,0.014       ,880.000     ,0.001       ,16.185      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,-0.005        
09:39:25.495904     ,0.798       ,0.880       ,16.966      ,16.190      ,16.182      ,16.184      ,-0.001      ,0.000       ,-0.000      ,-0.007      ,-0.020      ,880.000     ,-0.001      ,16.183      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.001        ,-0.005        
09:39:25.509009     ,0.799       ,0.880       ,16.982      ,16.200      ,16.184      ,16.184      ,-0.001      ,0.000       ,-0.000      ,0.023       ,0.068       ,880.000     ,-0.001      ,16.182      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.515945     ,0.798       ,0.880       ,16.966      ,16.190      ,16.183      ,16.184      ,-0.000      ,0.000       ,-0.000      ,0.011       ,0.034       ,880.000     ,-0.000      ,16.184      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.528811     ,0.798       ,0.880       ,16.933      ,16.200      ,16.184      ,16.184      ,-0.001      ,0.000       ,-0.000      ,-0.006      ,-0.018      ,880.000     ,-0.001      ,16.183      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.535997     ,0.799       ,0.880       ,16.949      ,16.190      ,16.184      ,16.184      ,0.000       ,0.000       ,-0.000      ,0.014       ,0.041       ,880.000     ,0.000       ,16.184      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.548540     ,0.799       ,0.880       ,16.966      ,16.190      ,16.184      ,16.184      ,0.000       ,0.000       ,-0.000      ,-0.011      ,-0.032      ,880.000     ,0.000       ,16.184      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.555997     ,0.799       ,0.880       ,16.966      ,16.190      ,16.183      ,16.184      ,0.001       ,0.000       ,-0.000      ,0.001       ,0.003       ,880.000     ,0.001       ,16.184      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.567078     ,0.801       ,0.880       ,16.966      ,16.190      ,16.185      ,16.184      ,-0.000      ,0.000       ,-0.000      ,-0.007      ,-0.021      ,880.000     ,-0.000      ,16.183      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
09:39:25.575909     ,0.803       ,0.880       ,16.949      ,16.200      ,16.185      ,16.184      ,0.001       ,0.000       ,-0.000      ,0.009       ,0.026       ,880.000     ,0.001       ,16.185      ,0.00008       ,181           ,15.908          ,0.000         ,-0.000              ,0.000               ,23921.947       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.000        ,-0.004        
