Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
20:17:40.874586     ,0.881       ,0.880       ,18.996      ,16.150      ,16.150      ,16.177      ,-0.025      ,-0.007      ,-0.001      ,-0.000      ,-0.008      ,880.000     ,0.000       ,-0.025      ,16.153      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.008        ,-0.009        
20:17:40.884910     ,0.881       ,0.880       ,18.996      ,16.180      ,16.152      ,16.177      ,-0.028      ,-0.008      ,-0.001      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.028      ,16.150      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.011        
20:17:40.898213     ,0.000       ,0.880       ,0.000       ,16.160      ,16.151      ,16.177      ,-0.026      ,-0.008      ,-0.001      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.026      ,16.151      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.010        
20:17:40.904811     ,0.881       ,0.880       ,18.996      ,16.150      ,16.149      ,16.177      ,-0.026      ,-0.008      ,-0.001      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.026      ,16.151      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.010        
20:17:40.914596     ,0.881       ,0.880       ,18.996      ,16.150      ,16.148      ,16.177      ,-0.029      ,-0.009      ,-0.002      ,-0.000      ,-0.010      ,880.000     ,0.000       ,-0.029      ,16.149      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.010        ,-0.010        
20:17:40.925531     ,0.881       ,0.880       ,18.996      ,16.180      ,16.155      ,16.177      ,-0.030      ,-0.009      ,-0.002      ,0.000       ,-0.011      ,880.000     ,0.000       ,-0.030      ,16.148      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.011        ,-0.008        
20:17:40.934570     ,0.881       ,0.880       ,18.996      ,16.180      ,16.155      ,16.177      ,-0.023      ,-0.007      ,-0.002      ,0.000       ,-0.009      ,880.000     ,0.000       ,-0.023      ,16.155      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.008        
20:17:40.946389     ,0.881       ,0.880       ,18.996      ,16.160      ,16.155      ,16.177      ,-0.023      ,-0.007      ,-0.002      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.023      ,16.155      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,0.000         
20:17:40.954612     ,0.881       ,0.880       ,18.996      ,16.160      ,16.157      ,16.177      ,-0.022      ,-0.007      ,-0.002      ,0.000       ,-0.009      ,880.000     ,0.000       ,-0.022      ,16.155      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,0.000         
20:17:40.966858     ,0.881       ,0.880       ,18.996      ,16.160      ,16.159      ,16.177      ,-0.020      ,-0.006      ,-0.003      ,0.000       ,-0.009      ,880.000     ,0.000       ,-0.020      ,16.157      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.008        ,-0.005        
20:17:40.974588     ,0.881       ,0.880       ,18.996      ,16.180      ,16.158      ,16.177      ,-0.019      ,-0.006      ,-0.003      ,-0.000      ,-0.008      ,880.000     ,0.000       ,-0.019      ,16.159      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.008        ,-0.005        
20:17:40.984589     ,0.881       ,0.880       ,18.996      ,16.150      ,16.154      ,16.177      ,-0.019      ,-0.006      ,-0.003      ,-0.000      ,-0.009      ,880.000     ,0.000       ,-0.019      ,16.158      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.010        
20:17:40.998210     ,0.878       ,0.880       ,19.045      ,16.180      ,16.159      ,16.177      ,-0.019      ,-0.006      ,-0.003      ,0.000       ,-0.009      ,880.000     ,0.000       ,-0.019      ,16.159      ,0.34008       ,4281          ,16.260          ,0.000         ,-0.000              ,0.000               ,24072.119       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,-0.009        ,-0.017        
