Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:56:06.099516     ,0.883       ,0.880       ,20.781      ,15.570      ,15.570      ,15.616      ,-0.046      ,-0.029      ,0.000          ,0.000       ,-1.464      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.046      ,15.57000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.680         ,5.680         ,0.050         ,0.048         
16:56:06.111042     ,0.883       ,0.880       ,20.781      ,15.560      ,15.560      ,15.616      ,0.004       ,-0.005      ,0.000          ,0.000       ,0.437       ,0.000       ,0.050       ,880.000     ,0.000       ,0.004       ,15.62000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.680         ,5.680         ,0.050         ,0.048         
16:56:06.120993     ,0.883       ,0.880       ,20.781      ,15.630      ,15.630      ,15.616      ,0.014       ,0.005       ,0.000          ,0.000       ,0.722       ,0.000       ,0.060       ,880.000     ,0.000       ,0.014       ,15.63000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.680         ,5.680         ,0.060         ,0.058         
16:56:06.130991     ,0.883       ,0.880       ,20.781      ,15.630      ,15.630      ,15.616      ,0.014       ,0.008       ,0.000          ,0.000       ,0.625       ,0.000       ,0.070       ,880.000     ,0.000       ,0.014       ,15.63000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.680         ,5.680         ,0.070         ,0.069         
16:56:06.148254     ,0.883       ,0.880       ,20.781      ,15.630      ,15.630      ,15.616      ,-0.006      ,-0.003      ,0.000          ,0.000       ,-0.057      ,0.000       ,0.070       ,880.000     ,0.000       ,-0.006      ,15.61000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.690         ,5.690         ,0.070         ,0.077         
16:56:06.150983     ,0.883       ,0.880       ,20.781      ,15.610      ,15.610      ,15.616      ,-0.006      ,-0.003      ,0.000          ,0.000       ,-0.057      ,0.000       ,0.070       ,880.000     ,0.000       ,-0.006      ,15.61000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.690         ,5.690         ,0.070         ,0.070         
16:56:06.164518     ,0.879       ,0.880       ,20.781      ,15.590      ,15.590      ,15.616      ,-0.026      ,-0.019      ,0.000          ,0.000       ,-0.767      ,0.000       ,0.060       ,880.000     ,0.000       ,-0.026      ,15.59000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.690         ,5.690         ,0.060         ,0.056         
16:56:06.170983     ,0.879       ,0.880       ,20.781      ,15.600      ,15.600      ,15.616      ,-0.016      ,-0.014      ,0.000          ,0.000       ,-0.367      ,0.000       ,0.050       ,880.000     ,0.000       ,-0.016      ,15.60000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.690         ,5.690         ,0.050         ,0.048         
16:56:06.180999     ,0.879       ,0.880       ,20.781      ,15.610      ,15.610      ,15.616      ,-0.006      ,-0.008      ,0.000          ,0.000       ,-0.087      ,0.000       ,0.040       ,880.000     ,0.000       ,-0.006      ,15.61000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.700         ,5.700         ,0.040         ,0.038         
16:56:06.197220     ,0.879       ,0.880       ,20.781      ,15.630      ,15.630      ,15.616      ,0.014       ,0.005       ,0.000          ,0.000       ,0.380       ,0.000       ,0.050       ,880.000     ,0.000       ,0.014       ,15.63000      ,2147481602    ,-0.000          ,180.176       ,0.000               ,-0.000              ,-0.000          ,25116.20508       ,0.00000               ,0.000         ,5.700         ,5.700         ,0.050         ,0.039         
