Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:01:16.775407     ,0.049       ,0.880       ,0.869       ,16.060      ,16.036      ,16.039      ,-0.005      ,-0.012      ,0.000       ,0.097       ,0.097       ,880.000     ,-0.005      ,16.034      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:01:16.783584     ,0.051       ,0.880       ,0.869       ,16.040      ,16.034      ,16.039      ,-0.002      ,-0.012      ,0.000       ,0.097       ,0.097       ,880.000     ,-0.002      ,16.036      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:01:16.794286     ,0.051       ,0.880       ,0.869       ,16.040      ,16.033      ,16.039      ,-0.004      ,-0.022      ,0.000       ,0.001       ,0.001       ,880.000     ,-0.004      ,16.034      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:01:16.803706     ,0.049       ,0.880       ,0.869       ,16.060      ,16.037      ,16.039      ,-0.005      ,-0.026      ,0.000       ,0.129       ,0.129       ,880.000     ,-0.005      ,16.033      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
17:01:16.815279     ,0.051       ,0.880       ,0.885       ,16.040      ,16.037      ,16.039      ,-0.002      ,-0.008      ,0.000       ,0.124       ,0.124       ,880.000     ,-0.002      ,16.037      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:01:16.823694     ,0.049       ,0.880       ,0.869       ,16.040      ,16.035      ,16.039      ,-0.002      ,-0.008      ,0.000       ,-0.039      ,-0.039      ,880.000     ,-0.002      ,16.037      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:01:16.834394     ,0.051       ,0.880       ,0.869       ,16.040      ,16.037      ,16.039      ,-0.004      ,-0.019      ,0.000       ,0.029       ,0.029       ,880.000     ,-0.004      ,16.035      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:01:16.843634     ,0.049       ,0.880       ,0.853       ,16.040      ,16.038      ,16.039      ,-0.002      ,-0.009      ,0.000       ,0.124       ,0.124       ,880.000     ,-0.002      ,16.037      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:01:16.856466     ,0.051       ,0.880       ,0.869       ,16.040      ,16.034      ,16.039      ,-0.001      ,-0.004      ,0.000       ,-0.006      ,-0.006      ,880.000     ,-0.001      ,16.038      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:01:16.863634     ,0.049       ,0.880       ,0.869       ,16.040      ,16.034      ,16.039      ,-0.004      ,-0.022      ,0.000       ,-0.003      ,-0.003      ,880.000     ,-0.004      ,16.034      ,0.00000       ,873           ,76.729          ,0.000         ,-0.000              ,-0.000              ,23921.871       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
