Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
16:10:22.171953     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.191932     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.211944     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.232707     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.252885     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.272431     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.293099     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.314282     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.334994     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.355900     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.376144     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.397123     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.418088     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.439045     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.460017     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.471928     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.491961     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.511944     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.531981     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.551942     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.571962     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.591947     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
16:10:22.611947     ,0.000       ,0.000       ,5.280       ,5.310       ,0.017       ,0.00000       ,2009          ,176.572         ,0.000         ,-0.000              ,0.000               ,-3720.462       ,0.00000           ,0.00000               
