Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastCurrent(mA),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
17:40:39.996562     ,0.879       ,0.880       ,20.159      ,16.210      ,16.205      ,16.205      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.205      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:40:40.005098     ,0.879       ,0.880       ,20.159      ,16.210      ,16.204      ,16.204      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.205      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
17:40:40.016029     ,0.879       ,0.880       ,20.159      ,16.210      ,16.203      ,16.204      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.204      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.009        
17:40:40.025010     ,0.879       ,0.880       ,20.159      ,16.220      ,16.204      ,16.204      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.203      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.009        
17:40:40.038454     ,0.881       ,0.880       ,20.159      ,16.210      ,16.203      ,16.204      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.203      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:40:40.045030     ,0.881       ,0.880       ,20.159      ,16.210      ,16.202      ,16.204      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.203      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.004        
17:40:40.055063     ,0.881       ,0.880       ,20.159      ,16.210      ,16.202      ,16.203      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.202      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
17:40:40.064983     ,0.881       ,0.880       ,20.159      ,16.210      ,16.203      ,16.203      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.202      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
17:40:40.075023     ,0.881       ,0.880       ,20.159      ,16.210      ,16.202      ,16.203      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.203      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.001         
17:40:40.091369     ,0.881       ,0.880       ,20.159      ,16.210      ,16.203      ,16.203      ,-0.000      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.202      ,0.00000       ,5528          ,125.859         ,0.000         ,-0.000              ,-0.000              ,23925.562       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.003         
