Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),F0(kg)      ,DeltaF      ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
15:52:44.990085     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.010099     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.030137     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.050078     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.070078     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.090083     ,0.000       ,0.000       ,5.300       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.110100     ,0.000       ,0.000       ,5.310       ,5.309       ,0.005       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.130119     ,0.000       ,0.000       ,5.310       ,5.309       ,0.004       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.150083     ,0.000       ,0.000       ,5.310       ,5.309       ,0.002       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.170097     ,0.000       ,0.000       ,5.310       ,5.309       ,0.001       ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.190066     ,0.000       ,0.000       ,5.310       ,5.309       ,-0.000      ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
15:52:45.210093     ,0.000       ,0.000       ,5.300       ,5.309       ,-0.000      ,-0.00031      ,1842          ,161.895         ,0.000         ,-0.000              ,0.000               ,-3711.979       ,0.00000           ,0.00000               
