Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue    ,EncoderAngle(deg),MotorSpeed(rpm)     ,MotorLinearVel(m/s) ,MotorTheoryVel(m/s),MotorPosition(m)  ,RopeVelocityRaw(m/s)  ,RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:13:49.726877     ,0.881       ,0.880       ,18.767      ,16.220      ,16.209      ,16.209      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.208      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
18:13:49.730454     ,0.881       ,0.880       ,18.767      ,16.220      ,16.208      ,16.209      ,-0.000      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
18:13:49.746676     ,0.881       ,0.880       ,18.767      ,16.210      ,16.207      ,16.208      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.208      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.009         
18:13:49.750455     ,0.881       ,0.880       ,18.767      ,16.220      ,16.209      ,16.208      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.207      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,0.009         
18:13:49.765334     ,0.881       ,0.880       ,18.767      ,16.210      ,16.208      ,16.208      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
18:13:49.770442     ,0.881       ,0.880       ,18.767      ,16.220      ,16.208      ,16.208      ,-0.000      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.208      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
18:13:49.782963     ,0.881       ,0.880       ,18.767      ,16.220      ,16.208      ,16.208      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.208      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
18:13:49.793945     ,0.876       ,0.880       ,18.783      ,16.220      ,16.210      ,16.208      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.210      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.003        
18:13:49.800550     ,0.876       ,0.880       ,18.783      ,16.210      ,16.207      ,16.208      ,-0.001      ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.210      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
18:13:49.810446     ,0.876       ,0.880       ,18.783      ,16.220      ,16.209      ,16.208      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.207      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.000        
18:13:49.822257     ,0.876       ,0.880       ,18.783      ,16.220      ,16.209      ,16.208      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
18:13:49.830507     ,0.876       ,0.880       ,18.783      ,16.220      ,16.209      ,16.208      ,0.000       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
18:13:49.840459     ,0.876       ,0.880       ,18.783      ,16.220      ,16.209      ,16.208      ,0.001       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
18:13:49.850439     ,0.876       ,0.880       ,18.783      ,16.220      ,16.211      ,16.209      ,0.002       ,0.000       ,0.000       ,0.000       ,0.000       ,880.000     ,0.000       ,0.000       ,16.209      ,0.00000       ,2             ,0.176           ,0.000         ,-0.000              ,-0.000              ,23925.564       ,0.00000           ,0.00000               ,0.000         ,0.000         ,0.000         ,-0.001        
