Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,PI_D(mA)    ,PI_LastCurrent(mA),Feedforward(mA),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
16:15:13.470639     ,0.000       ,0.880       ,0.000       ,16.060      ,16.057      ,16.041      ,0.018       ,0.089       ,0.000       ,0.003       ,0.092       ,880.000     ,0.018       ,16.059      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,-0.001        
16:15:13.475605     ,0.000       ,0.880       ,0.000       ,16.060      ,16.056      ,16.041      ,0.016       ,0.078       ,0.000       ,-0.053      ,0.025       ,880.000     ,0.016       ,16.057      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,-0.001        
16:15:13.489448     ,0.000       ,0.880       ,0.000       ,16.070      ,16.058      ,16.041      ,0.015       ,0.075       ,0.000       ,0.033       ,0.108       ,880.000     ,0.015       ,16.056      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
16:15:13.495593     ,0.000       ,0.880       ,0.000       ,16.070      ,16.059      ,16.041      ,0.017       ,0.083       ,0.000       ,0.046       ,0.129       ,880.000     ,0.017       ,16.058      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
16:15:13.507015     ,0.000       ,0.880       ,0.000       ,16.070      ,16.059      ,16.041      ,0.018       ,0.088       ,0.000       ,-0.015      ,0.073       ,880.000     ,0.018       ,16.059      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.000         
16:15:13.515738     ,0.000       ,0.880       ,0.000       ,16.080      ,16.062      ,16.041      ,0.018       ,0.088       ,0.000       ,-0.017      ,0.071       ,880.000     ,0.018       ,16.059      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.000         
16:15:13.527686     ,0.000       ,0.880       ,0.000       ,16.070      ,16.062      ,16.041      ,0.020       ,0.102       ,0.000       ,0.055       ,0.157       ,880.000     ,0.020       ,16.062      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
16:15:13.535750     ,0.000       ,0.880       ,0.000       ,16.070      ,16.061      ,16.041      ,0.021       ,0.103       ,0.000       ,-0.055      ,0.048       ,880.000     ,0.021       ,16.062      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
16:15:13.548451     ,0.000       ,0.880       ,0.000       ,16.070      ,16.061      ,16.041      ,0.020       ,0.098       ,0.000       ,-0.023      ,0.075       ,880.000     ,0.020       ,16.061      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
16:15:13.555106     ,0.000       ,0.880       ,0.000       ,16.060      ,16.061      ,16.041      ,0.020       ,0.099       ,0.000       ,0.026       ,0.125       ,880.000     ,0.020       ,16.061      ,0.00008       ,867           ,76.201          ,0.000         ,-0.000              ,0.000               ,23921.869       ,0.00000           ,-0.00000              ,0.000         ,0.000         ,0.000         ,0.001         
