Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(Nm)    ,PI_P_Filtered(Nm),PI_P_Raw(Nm),PI_I(Nm)    ,PI_D(Nm)    ,PI_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),RopeLength(m)   ,EncoderValue  ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
18:53:31.426118     ,0.881       ,0.880       ,19.700      ,14.340      ,14.340      ,14.218      ,0.122       ,0.117       ,0.000          ,0.000       ,1.249       ,0.000       ,-0.018      ,880.000     ,0.000       ,0.122       ,14.34000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40234       ,0.00000               ,0.000         ,5.310         ,5.310         ,-0.018        ,-0.027        
18:53:31.436108     ,0.881       ,0.880       ,19.700      ,14.360      ,14.360      ,14.218      ,0.142       ,0.134       ,0.000          ,0.000       ,2.285       ,0.000       ,-0.008      ,880.000     ,0.000       ,0.142       ,14.36000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40234       ,0.00000               ,0.000         ,5.310         ,5.310         ,-0.008        ,-0.019        
18:53:31.446131     ,0.881       ,0.880       ,19.700      ,14.360      ,14.360      ,14.218      ,0.142       ,0.134       ,0.000          ,0.000       ,3.082       ,0.000       ,0.002       ,880.000     ,0.000       ,0.142       ,14.36000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40234       ,0.00000               ,0.000         ,5.300         ,5.300         ,0.002         ,-0.011        
18:53:31.456122     ,0.881       ,0.880       ,19.700      ,14.320      ,14.320      ,14.218      ,0.102       ,0.096       ,0.000          ,0.000       ,3.052       ,0.000       ,0.012       ,880.000     ,0.000       ,0.102       ,14.32000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40234       ,0.00000               ,0.000         ,5.290         ,5.290         ,0.012         ,-0.001        
18:53:31.479534     ,0.883       ,0.880       ,19.684      ,14.280      ,14.280      ,14.218      ,0.062       ,0.058       ,0.000          ,0.000       ,3.328       ,0.000       ,0.032       ,880.000     ,0.000       ,0.062       ,14.28000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40234       ,0.00000               ,0.000         ,5.280         ,5.280         ,0.032         ,0.019         
18:53:31.485700     ,0.883       ,0.880       ,19.684      ,14.340      ,14.340      ,14.218      ,0.122       ,0.116       ,0.000          ,0.000       ,4.835       ,0.000       ,0.042       ,880.000     ,0.000       ,0.122       ,14.34000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40430       ,0.00000               ,0.000         ,5.270         ,5.270         ,0.042         ,0.019         
18:53:31.486106     ,0.883       ,0.880       ,19.684      ,14.340      ,14.340      ,14.218      ,0.122       ,0.116       ,0.000          ,0.000       ,4.835       ,0.000       ,0.042       ,880.000     ,0.000       ,0.122       ,14.34000      ,9             ,-0.000          ,0.791         ,0.000               ,-0.000              ,-0.000          ,25706.40430       ,0.00000               ,0.000         ,5.270         ,5.270         ,0.042         ,0.019         
18:53:31.496126     ,0.883       ,0.880       ,19.684      ,14.360      ,14.360      ,14.218      ,0.142       ,0.137       ,0.000          ,0.000       ,5.632       ,0.000       ,0.052       ,880.000     ,0.000       ,0.142       ,14.36000      ,10            ,0.000           ,0.879         ,0.000               ,-0.000              ,0.000           ,25706.40430       ,-0.00768              ,-0.000        ,5.270         ,5.270         ,0.052         ,0.038         
18:53:31.506123     ,0.883       ,0.880       ,19.684      ,14.370      ,14.370      ,14.218      ,0.152       ,0.149       ,0.000          ,0.000       ,6.085       ,0.000       ,0.062       ,880.000     ,0.000       ,0.152       ,14.37000      ,10            ,0.000           ,0.879         ,0.000               ,-0.000              ,0.001           ,25706.40430       ,0.00000               ,-0.000        ,5.260         ,5.260         ,0.062         ,0.052         
18:53:31.516119     ,0.883       ,0.880       ,19.684      ,14.360      ,14.360      ,14.218      ,0.142       ,0.141       ,0.000          ,0.000       ,6.043       ,0.000       ,0.072       ,880.000     ,0.000       ,0.142       ,14.36000      ,11            ,0.000           ,0.967         ,0.000               ,-0.000              ,0.001           ,25706.40430       ,-0.00767              ,-0.000        ,5.260         ,5.260         ,0.072         ,0.061         
