Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,PI_P(mA)    ,PI_I(mA)    ,RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
14:38:11.652395     ,0.070       ,0.070       ,1.278       ,20.730      ,20.810      ,20.926      ,-0.117      ,0.550       ,19.266      ,-0.00107      ,2147483394    ,337.676         ,0.200         ,-0.001              ,-0.152              ,-1692.941       ,0.00384           ,0.00464               
14:38:11.672384     ,0.070       ,0.070       ,1.278       ,20.800      ,20.797      ,20.926      ,-0.129      ,0.534       ,19.377      ,-0.00115      ,2147483393    ,337.588         ,3.800         ,-0.013              ,-0.152              ,-1692.925       ,0.00384           ,0.00489               
14:38:11.692393     ,0.070       ,0.070       ,1.180       ,20.790      ,20.740      ,20.926      ,-0.187      ,0.461       ,19.482      ,-0.00115      ,2147483393    ,337.588         ,10.000        ,-0.035              ,0.005               ,-1692.906       ,0.00000           ,0.00469               
14:38:11.712405     ,0.070       ,0.070       ,1.229       ,20.770      ,20.767      ,20.926      ,-0.159      ,0.307       ,19.568      ,-0.00115      ,2147483393    ,337.588         ,17.200        ,-0.060              ,0.004               ,-1692.887       ,0.00000           ,0.00429               
14:38:11.732412     ,0.070       ,0.070       ,1.229       ,20.850      ,20.851      ,20.926      ,-0.075      ,0.140       ,19.620      ,-0.00107      ,2147483394    ,337.676         ,23.200        ,-0.081              ,0.003               ,-1692.892       ,-0.00384          ,0.00346               
14:38:11.752403     ,0.070       ,0.070       ,1.229       ,21.040      ,20.960      ,20.926      ,0.034       ,0.016       ,19.641      ,-0.00100      ,2147483395    ,337.764         ,23.000        ,-0.080              ,0.002               ,-1692.902       ,-0.00384          ,0.00239               
14:38:11.772390     ,0.070       ,0.070       ,1.229       ,21.070      ,20.982      ,20.926      ,0.056       ,-0.088      ,19.639      ,-0.00092      ,2147483396    ,337.852         ,17.000        ,-0.059              ,0.001               ,-1692.911       ,-0.00384          ,0.00118               
14:38:11.792412     ,0.070       ,0.069       ,1.229       ,21.020      ,21.035      ,20.926      ,0.109       ,-0.144      ,19.616      ,-0.00092      ,2147483396    ,337.852         ,9.000         ,-0.031              ,0.000               ,-1692.921       ,0.00000           ,0.00022               
14:38:11.812415     ,0.070       ,0.069       ,1.131       ,20.980      ,21.046      ,20.926      ,0.120       ,-0.157      ,19.587      ,-0.00092      ,2147483396    ,337.852         ,2.400         ,-0.008              ,-0.000              ,-1692.925       ,0.00000           ,-0.00048              
14:38:11.832399     ,0.068       ,0.069       ,1.131       ,20.960      ,20.989      ,20.926      ,0.063       ,-0.165      ,19.554      ,-0.00092      ,2147483396    ,337.852         ,-1.400        ,0.005               ,-0.001              ,-1692.926       ,0.00000           ,-0.00082              
14:38:11.852389     ,0.068       ,0.069       ,1.180       ,21.000      ,20.975      ,20.926      ,0.049       ,-0.171      ,19.521      ,-0.00092      ,2147483396    ,337.852         ,-2.800        ,0.010               ,-0.001              ,-1692.926       ,0.00000           ,-0.00086              
14:38:11.872568     ,0.068       ,0.069       ,1.196       ,20.900      ,20.900      ,20.926      ,-0.026      ,-0.175      ,19.504      ,-0.00092      ,2147483396    ,337.852         ,-2.800        ,0.010               ,-0.001              ,-1692.926       ,0.00000           ,-0.00079              
14:38:11.893448     ,0.068       ,0.069       ,1.196       ,20.830      ,20.891      ,20.926      ,-0.035      ,-0.236      ,19.466      ,-0.00092      ,2147483396    ,337.852         ,-2.400        ,0.008               ,-0.001              ,-1692.926       ,0.00000           ,-0.00057              
14:38:11.915349     ,0.070       ,0.069       ,1.180       ,20.870      ,20.895      ,20.926      ,-0.031      ,-0.263      ,19.418      ,-0.00100      ,2147483395    ,337.764         ,-2.000        ,0.007               ,-0.000              ,-1692.926       ,0.00383           ,-0.00035              
14:38:11.936063     ,0.066       ,0.069       ,1.213       ,20.900      ,20.861      ,20.926      ,-0.065      ,-0.276      ,19.364      ,-0.00100      ,2147483395    ,337.764         ,-1.800        ,0.006               ,-0.000              ,-1692.926       ,0.00000           ,-0.00004              
14:38:11.957079     ,0.066       ,0.069       ,1.213       ,20.910      ,20.878      ,20.926      ,-0.048      ,-0.240      ,19.284      ,-0.00100      ,2147483395    ,337.764         ,-1.400        ,0.005               ,0.000               ,-1692.926       ,0.00000           ,0.00027               
14:38:11.979240     ,0.070       ,0.069       ,1.180       ,20.810      ,20.844      ,20.926      ,-0.082      ,-0.202      ,19.238      ,-0.00100      ,2147483395    ,337.764         ,-1.000        ,0.003               ,0.000               ,-1692.926       ,0.00000           ,0.00041               
14:38:12.000497     ,0.070       ,0.069       ,1.213       ,20.860      ,20.897      ,20.926      ,-0.030      ,-0.134      ,19.199      ,-0.00100      ,2147483395    ,337.764         ,-1.000        ,0.003               ,0.001               ,-1692.926       ,0.00000           ,0.00051               
14:38:12.012406     ,0.070       ,0.069       ,1.213       ,20.950      ,20.904      ,20.926      ,-0.022      ,-0.036      ,19.178      ,-0.00100      ,2147483395    ,337.764         ,-1.000        ,0.003               ,0.000               ,-1692.926       ,0.00000           ,0.00042               
14:38:12.032400     ,0.070       ,0.069       ,1.180       ,20.970      ,20.910      ,20.926      ,-0.016      ,0.030       ,19.175      ,-0.00100      ,2147483395    ,337.764         ,-1.000        ,0.003               ,0.000               ,-1692.926       ,0.00000           ,0.00030               
14:38:12.052406     ,0.070       ,0.069       ,1.180       ,20.950      ,20.953      ,20.926      ,0.026       ,0.047       ,19.183      ,-0.00100      ,2147483395    ,337.764         ,-0.600        ,0.002               ,0.000               ,-1692.926       ,0.00000           ,0.00022               
14:38:12.072383     ,0.070       ,0.069       ,1.180       ,20.900      ,20.946      ,20.926      ,0.019       ,0.032       ,19.192      ,-0.00100      ,2147483395    ,337.764         ,-0.200        ,0.001               ,0.000               ,-1692.926       ,0.00000           ,0.00016               
14:38:12.092420     ,0.068       ,0.069       ,1.180       ,20.930      ,20.947      ,20.926      ,0.021       ,-0.010      ,19.197      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00011               
14:38:12.112409     ,0.068       ,0.069       ,1.180       ,20.970      ,20.935      ,20.926      ,0.009       ,-0.076      ,19.192      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00008               
14:38:12.132416     ,0.068       ,0.069       ,1.229       ,20.890      ,20.886      ,20.926      ,-0.040      ,-0.147      ,19.173      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00006               
14:38:12.152384     ,0.070       ,0.069       ,1.213       ,20.860      ,20.906      ,20.926      ,-0.020      ,-0.205      ,19.141      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00004               
14:38:12.172403     ,0.070       ,0.069       ,1.213       ,20.890      ,20.904      ,20.926      ,-0.023      ,-0.227      ,19.097      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00003               
14:38:12.192468     ,0.070       ,0.069       ,1.180       ,20.950      ,20.908      ,20.926      ,-0.018      ,-0.220      ,19.052      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00002               
14:38:12.212395     ,0.068       ,0.069       ,1.213       ,20.920      ,20.895      ,20.926      ,-0.032      ,-0.214      ,19.009      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00002               
14:38:12.232495     ,0.068       ,0.069       ,1.213       ,20.890      ,20.918      ,20.926      ,-0.008      ,-0.214      ,18.987      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00001               
14:38:12.253586     ,0.068       ,0.069       ,1.213       ,20.910      ,20.930      ,20.926      ,0.004       ,-0.176      ,18.946      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00001               
14:38:12.274914     ,0.068       ,0.069       ,1.213       ,20.950      ,20.926      ,20.926      ,-0.000      ,-0.141      ,18.913      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00001               
14:38:12.295997     ,0.068       ,0.069       ,1.213       ,20.930      ,20.910      ,20.926      ,-0.017      ,-0.087      ,18.887      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00001               
14:38:12.317225     ,0.070       ,0.069       ,1.196       ,20.900      ,20.919      ,20.926      ,-0.007      ,-0.073      ,18.863      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00000               
14:38:12.338330     ,0.070       ,0.069       ,1.196       ,20.910      ,20.929      ,20.926      ,0.003       ,-0.061      ,18.848      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00000               
14:38:12.359242     ,0.070       ,0.069       ,1.213       ,21.100      ,21.037      ,20.926      ,0.111       ,-0.027      ,18.837      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00000               
14:38:12.380228     ,0.068       ,0.069       ,1.180       ,21.100      ,21.019      ,20.926      ,0.092       ,0.026       ,18.834      ,-0.00100      ,2147483395    ,337.764         ,0.000         ,-0.000              ,0.000               ,-1692.926       ,0.00000           ,0.00000               
14:38:12.392402     ,0.068       ,0.069       ,1.180       ,21.060      ,21.076      ,20.926      ,0.149       ,0.093       ,18.842      ,-0.00092      ,2147483396    ,337.852         ,0.000         ,-0.000              ,-0.000              ,-1692.925       ,-0.00383          ,-0.00016              
14:38:12.412388     ,0.068       ,0.069       ,1.180       ,21.030      ,21.088      ,20.926      ,0.161       ,0.187       ,18.865      ,-0.00092      ,2147483396    ,337.852         ,0.000         ,-0.000              ,-0.000              ,-1692.925       ,0.00000           ,-0.00033              
14:38:12.432393     ,0.068       ,0.069       ,1.196       ,21.100      ,21.097      ,20.926      ,0.170       ,0.308       ,18.907      ,-0.00084      ,2147483397    ,337.939         ,0.000         ,-0.000              ,-0.001              ,-1692.925       ,-0.00383          ,-0.00062              
14:38:12.452390     ,0.070       ,0.069       ,1.196       ,21.120      ,21.069      ,20.926      ,0.143       ,0.432       ,18.976      ,-0.00084      ,2147483397    ,337.939         ,0.000         ,-0.000              ,-0.001              ,-1692.925       ,0.00000           ,-0.00087              
14:38:12.472386     ,0.070       ,0.070       ,1.180       ,21.310      ,21.235      ,20.926      ,0.308       ,0.597       ,19.067      ,-0.00077      ,2147483398    ,338.027         ,0.000         ,-0.000              ,-0.158              ,-1692.924       ,-0.00382          ,-0.00122              
14:38:12.492393     ,0.070       ,0.070       ,1.246       ,21.190      ,21.169      ,20.926      ,0.243       ,0.794       ,19.198      ,-0.00069      ,2147483399    ,338.115         ,0.000         ,-0.000              ,-0.159              ,-1692.924       ,-0.00385          ,-0.00152              
14:38:12.512396     ,0.070       ,0.070       ,1.246       ,21.210      ,21.265      ,20.926      ,0.338       ,1.005       ,19.365      ,-0.00061      ,2147483400    ,338.203         ,0.400         ,-0.001              ,-0.159              ,-1692.916       ,-0.00383          ,-0.00190              
14:38:12.532409     ,0.070       ,0.071       ,1.229       ,20.910      ,21.017      ,20.926      ,0.090       ,1.161       ,19.579      ,-0.00046      ,2147483402    ,338.379         ,3.200         ,-0.011              ,-0.159              ,-1692.901       ,-0.00767          ,-0.00239              
14:38:12.552389     ,0.072       ,0.071       ,1.229       ,20.980      ,21.055      ,20.926      ,0.129       ,1.236       ,19.814      ,-0.00031      ,2147483404    ,338.555         ,8.600         ,-0.030              ,-0.160              ,-1692.882       ,-0.00764          ,-0.00312              
14:38:12.572380     ,0.072       ,0.071       ,1.246       ,21.020      ,20.964      ,20.926      ,0.038       ,1.290       ,20.066      ,-0.00008      ,2147483407    ,338.818         ,16.200        ,-0.057              ,-0.161              ,-1692.860       ,-0.01154          ,-0.00407              
14:38:12.592408     ,0.072       ,0.072       ,1.229       ,21.010      ,20.956      ,20.926      ,0.030       ,1.318       ,20.325      ,0.00023       ,2147483411    ,339.170         ,24.000        ,-0.084              ,-0.162              ,-1692.841       ,-0.01535          ,-0.00535              
14:38:12.612402     ,0.074       ,0.072       ,1.229       ,21.100      ,21.084      ,20.926      ,0.158       ,1.389       ,20.590      ,0.00046       ,2147483414    ,339.434         ,30.200        ,-0.105              ,-0.164              ,-1692.828       ,-0.01150          ,-0.00675              
